index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1
CWUS0000SEAC     ,CWUS0000SEAC     ,"Women's apparel in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.955,109.62200000000001,108.56,105.82799999999999,100.521,95.787,98.49
CWUS0000SEAC01   ,CWUS0000SEAC01   ,"Women's outerwear in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.256,105.29799999999999,103.647,104.57799999999999,91.196,92.354,92.594
CWUS0000SEAC02   ,CWUS0000SEAC02   ,"Women's dresses in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.667,117.51299999999999,112.39200000000001,105.734,93.536,87.60700000000001,90.919
CWUS0000SEAC03   ,CWUS0000SEAC03   ,"Women's suits and separates in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.722,76.97800000000002,76.944,74.461,70.854,67.227,69.404
CWUS0000SEAC04   ,CWUS0000SEAC04   ,"Women's underwear, nightwear, sportswear and accessories in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.915,106.215,105.786,105.815,104.995,99.98100000000001,102.314
CWUS0000SEAD     ,CWUS0000SEAD     ,"Girls' apparel in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.26899999999999,96.211,96.115,96.463,97.20299999999999,96.97,100.02
CWUS0000SEAE     ,CWUS0000SEAE     ,"Footwear in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,100.7,101.8,102.4,102.5,101.5,102.7,104.6,106.5,108.3,112.5,114.1,115.3,117.2,118.9,120.4,122.3,124.7,126.1,126.5,126.5,128.1,125.6,126.2,126.2,127.6,127.6,128.1,129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.904,138.593,138.608,139.92,136.46,135.023,139.00799999999998
CWUS0000SEAE01   ,CWUS0000SEAE01   ,"Men's footwear in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.629,139.415,138.411,139.138,136.045,136.267,141.343
CWUS0000SEAE02   ,CWUS0000SEAE02   ,"Boys' and girls' footwear in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.619,155.72299999999996,156.094,159.05700000000004,154.938,150.241,155.466
CWUS0000SEAE03   ,CWUS0000SEAE03   ,"Women's footwear in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.315,126.476,127.07700000000001,127.84100000000001,124.50299999999999,123.473,125.598
CWUS0000SEAF     ,CWUS0000SEAF     ,"Infants' and toddlers' apparel in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S01,101.7,103.5,106.5,108.3,114.4,112.6,113.4,114.7,117.0,120.3,124.0,121.1,127.6,129.1,130.6,131.9,130.8,132.5,129.3,128.4,127.3,131.4,126.5,129.8,133.1,128.4,131.8,128.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.976,124.60600000000001,124.18700000000001,121.23200000000001,115.081,115.43799999999999,114.23700000000001
CWUS0000SEAG     ,CWUS0000SEAG     ,"Jewelry and watches in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.02,165.308,165.72799999999995,163.533,161.608,159.986,169.03599999999997
CWUS0000SEAG01   ,CWUS0000SEAG01   ,"Watches in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.85,129.833,130.375,128.519,131.649,130.34799999999998,128.141
CWUS0000SEAG02   ,CWUS0000SEAG02   ,"Jewelry in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.146,169.915,170.227,168.044,163.429,161.778,176.137
CWUSN000SAA      ,CWUSN000SAA      ,"Apparel in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,100.4,100.9,98.9,98.5,96.7,97.9,95.8,95.3,93.1,91.9,90.4,92.7,91.0,90.6,87.7,89.4,87.7,88.579,87.65100000000002,89.27,88.583,90.601,89.055,88.001,86.68799999999996,87.15799999999999,90.12899999999999,91.89200000000001,92.848,93.689,94.094,93.391,93.795,92.93299999999999,92.33,92.557,92.477,92.384,91.89,94.25200000000001,92.29299999999999,92.61399999999999,92.025,89.131,86.26799999999999,88.984
CWUSS000SAA      ,CWUSS000SAA      ,"Apparel in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1987-S01,2021-S01,,,,,,,102.3,105.9,106.4,109.0,109.8,110.4,114.3,116.2,117.6,119.8,120.6,122.0,123.7,123.0,123.9,121.5,121.5,120.0,121.4,119.2,121.7,120.6,121.2,120.6,118.8,119.0,118.6,117.5,116.5,113.7,113.4,111.8,110.2,110.4,110.3,110.2,111.4,110.4,110.8,111.5,111.384,110.005,111.039,111.117,111.323,112.72,112.589,112.196,113.838,117.242,119.081,120.10799999999999,119.70299999999999,119.927,119.318,119.432,118.155,118.08200000000001,118.807,117.854,118.20700000000001,117.75299999999999,118.90899999999999,117.56,116.75399999999999,115.62700000000001,111.866,110.22399999999999,113.103
