index,Index,Label,unit,start,last,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CWUR0100SAF112   ,CWUR0100SAF112   ,"Meats, poultry, fish, and eggs in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.728,251.601,251.924,265.736,278.977
CWUR0100SAF113   ,CWUR0100SAF113   ,"Fruits and vegetables in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.051,312.674,314.741,322.011,327.577
CWUR0100SAF114   ,CWUR0100SAF114   ,"Nonalcoholic beverages and beverage materials in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.169,174.358,177.208,179.945,183.688
CWUR0100SAF115   ,CWUR0100SAF115   ,"Other food at home in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2017-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.607,221.63,223.025,229.894,235.05
CWUR0100SAF116   ,CWUR0100SAF116   ,"Alcoholic beverages in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,77.8,85.4,91.3,95.7,100.5,103.8,107.4,111.9,116.1,121.3,127.9,134.5,148.7,151.8,153.0,154.9,157.8,162.1,165.9,168.1,171.8,176.1,179.4,184.5,188.8,194.9,198.9,204.2,210.081,219.31,227.062,230.606,235.067,239.533,243.657,245.598,248.107,250.412,251.459,252.811,254.317,261.15,265.759
CWUR0100SAG      ,CWUR0100SAG      ,"Other goods and services in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.2,69.4,74.9,81.4,90.1,101.2,108.7,115.7,123.2,130.5,139.9,151.8,165.9,180.5,193.0,202.8,206.6,214.1,222.8,232.8,248.2,272.8,291.1,305.2,325.6,340.6,350.6,359.7,367.2,378.607,396.163,436.711,459.864,472.602,484.12,490.422,501.237,513.68,529.848,548.477,562.608,576.24,589.658,608.64
CWUR0100SAGC     ,CWUR0100SAGC     ,"Other goods in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.11,105.357,107.5,108.348,111.066,113.662,117.053,121.461,124.183,126.77,128.661,132.572
CWUR0100SAGS     ,CWUR0100SAGS     ,"Other personal services in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.955,103.182,106.242,108.266,110.276,113.188,116.95,120.742,124.168,127.575,131.753,136.274
CWUR0100SAH      ,CWUR0100SAH      ,"Housing in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.2,70.9,81.4,91.5,96.6,100.4,103.0,108.6,112.1,116.5,122.8,129.5,136.4,142.4,146.7,150.2,153.8,157.1,161.2,165.1,168.3,171.5,177.6,184.8,190.1,197.3,204.9,213.1,223.1,230.246,238.473,239.923,241.934,245.973,249.313,254.039,259.818,262.451,266.948,273.17,280.405,285.865,290.923,299.442
CWUR0100SAH1     ,CWUR0100SAH1     ,"Shelter in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.5,70.0,81.1,91.0,96.0,100.9,103.1,112.1,120.2,128.0,137.8,146.6,155.1,162.6,168.3,172.6,177.6,182.1,186.8,192.3,197.8,202.8,209.3,217.4,228.6,236.6,245.9,252.9,263.6,272.706,279.123,285.474,288.264,292.723,299.152,305.669,313.531,320.951,330.1,337.394,345.961,354.467,362.477,369.103
CWUR0100SAH2     ,CWUR0100SAH2     ,"Fuels and utilities in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.1,65.9,78.5,92.2,97.5,99.1,103.4,103.6,98.0,95.7,95.9,100.6,106.6,110.4,112.7,115.8,118.0,118.6,122.9,125.8,122.9,122.0,132.2,141.7,132.5,146.5,155.7,176.5,194.0,202.785,227.773,210.126,214.288,221.535,215.438,219.834,226.13,214.438,208.826,219.614,230.437,228.462,225.125,243.265
CWUR0100SAH21    ,CWUR0100SAH21    ,"Household energy in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,63.4,78.8,94.0,98.6,99.1,102.3,101.4,93.0,89.9,89.2,93.9,101.2,102.5,104.2,106.9,109.4,109.3,114.1,116.8,113.0,111.8,122.2,131.9,121.8,135.7,144.3,165.3,182.3,190.312,214.926,194.356,196.834,202.92,194.77,198.497,203.943,190.949,183.927,194.477,204.697,201.522,196.812,214.256
CWUR0100SAH3     ,CWUR0100SAH3     ,"Household furnishings and operations in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8,79.7,86.1,92.7,97.6,100.2,102.2,103.7,104.9,106.5,108.8,110.8,112.6,116.4,118.5,119.0,119.5,122.4,124.3,123.5,124.9,125.0,125.9,127.1,124.8,121.9,121.5,123.1,124.2,122.582,122.491,123.094,120.442,120.614,121.728,120.397,118.206,116.364,113.385,111.924,111.617,113.15,114.594,121.201
CWUR0100SAH31    ,CWUR0100SAH31    ,"Household furnishings and supplies in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.267,99.12,99.852,98.49,96.186,94.163,91.307,89.727,89.256,90.414,91.57,97.034
CWUR0100SAM      ,CWUR0100SAM      ,"Medical care in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,69.5,76.6,84.3,91.9,100.0,108.1,116.1,125.2,134.1,143.0,154.7,168.9,182.9,197.0,208.1,218.1,227.2,235.8,242.8,251.6,261.6,272.6,286.2,300.7,312.0,326.4,339.1,353.7,371.135,383.785,393.583,405.848,419.918,435.489,444.773,452.562,466.032,483.254,494.825,505.571,525.455,550.984,552.084
CWUR0100SAM1     ,CWUR0100SAM1     ,"Medical care commodities in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,69.1,75.0,84.0,92.6,100.2,107.2,113.7,120.8,128.8,137.3,148.3,162.2,174.8,185.9,195.0,201.6,204.8,212.3,215.9,223.7,236.5,247.3,257.8,265.0,271.2,278.4,283.9,295.5,303.342,310.726,320.989,332.663,348.026,360.817,356.549,360.062,367.199,373.931,376.749,378.683,385.345,374.136,365.798
CWUR0100SAM2     ,CWUR0100SAM2     ,"Medical care services in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.9,69.5,77.0,84.4,91.6,100.0,108.4,116.6,126.3,135.3,144.3,156.1,170.4,184.8,199.5,211.0,221.7,232.0,240.9,248.6,257.6,266.7,277.7,292.1,308.6,321.4,337.9,353.1,368.5,388.787,402.815,412.049,424.144,437.189,453.453,468.212,477.935,493.408,514.026,528.459,542.048,565.974,603.088,607.259
CWUR0100SAN      ,CWUR0100SAN      ,"Nondurables in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.6,77.0,87.6,95.5,97.9,99.8,102.4,104.7,103.8,108.2,112.2,118.8,127.1,131.5,133.9,136.0,137.2,139.7,143.9,146.7,146.9,151.5,159.4,161.6,162.7,167.9,176.0,184.5,192.1,198.533,213.667,206.992,215.61,231.486,238.071,237.789,238.548,226.301,222.928,229.078,235.902,235.833,234.235,249.576
CWUR0100SANL1    ,CWUR0100SANL1    ,"Nondurables less food in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,74.6,88.4,97.5,98.3,100.0,101.7,103.5,97.7,100.8,103.8,109.3,118.5,123.3,125.8,127.1,126.3,127.4,131.6,134.2,132.2,137.4,149.2,148.8,148.3,154.7,163.8,175.4,184.4,189.604,207.569,191.797,205.204,226.854,233.683,231.065,228.875,204.324,198.147,206.976,215.363,211.777,200.58,221.071
CWUR0100SANL11   ,CWUR0100SANL11   ,"Nondurables less food and beverages in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,74.3,88.6,97.8,98.5,99.9,101.6,103.3,96.9,100.0,102.7,108.2,117.6,121.7,124.2,125.5,124.4,125.4,129.7,132.1,129.9,135.1,147.3,146.6,146.0,152.5,161.7,173.7,183.0,188.129,206.535,189.569,203.476,226.044,232.916,229.997,227.625,201.894,195.353,204.569,213.348,209.476,197.205,218.675
CWUR0100SANL113  ,CWUR0100SANL113  ,"Nondurables less food, beverages, and apparel in Northeast urban, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1,70.6,87.3,98.1,98.5,99.9,101.6,103.3,95.3,98.5,102.3,109.5,120.9,126.0,127.9,129.2,128.8,131.5,137.3,139.5,136.2,145.5,165.8,166.6,167.0,180.1,194.7,215.7,232.3,242.409,273.803,241.934,265.054,300.88,309.34,304.625,300.836,255.279,243.523,259.839,275.965,271.042,253.734,287.891
