index,Index,Label,unit,start,last,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
JTU110099000000000LDL         ,JTU110099000000000LDL         ,110099,L,2000-M12,2022-M04,119.0,109.0,110.0,99.0,88.0,81.0,100.0,137.0,200.0,102.0,83.0,148.0,150.0,141.0,241.0,173.0,128.0,126.0,154.0,206.0,73.0
JTU110099000000000LDR         ,JTU110099000000000LDR         ,110099,R,2000-M12,2022-M04,19.6,18.7,19.2,16.8,14.0,11.8,13.8,17.9,28.8,14.5,10.5,17.5,17.4,15.8,29.6,25.9,18.9,17.3,21.2,34.3,12.9
JTU230000000000000LDL         ,JTU230000000000000LDL         ,230000,L,2000-M12,2022-M04,3216.0,3227.0,3346.0,3072.0,2902.0,2836.0,2972.0,3468.0,3861.0,3109.0,2893.0,2812.0,2426.0,1986.0,2134.0,2238.0,2242.0,2003.0,2587.0,3221.0,1863.0
JTU230000000000000LDR         ,JTU230000000000000LDR         ,230000,R,2000-M12,2022-M04,47.1,48.0,49.7,44.0,39.6,36.9,39.0,48.4,64.2,56.3,52.3,49.8,41.4,32.3,33.0,33.3,32.2,27.5,34.5,44.4,25.1
JTU300000000000000LDL         ,JTU300000000000000LDL         ,300000,L,2000-M12,2022-M04,3352.0,2768.0,2409.0,2048.0,1878.0,1811.0,2031.0,2287.0,2861.0,1673.0,1393.0,1332.0,1243.0,1213.0,1277.0,1293.0,1250.0,1368.0,1311.0,2754.0,1183.0
JTU300000000000000LDR         ,JTU300000000000000LDR         ,300000,R,2000-M12,2022-M04,20.4,18.1,16.6,14.3,13.2,12.8,14.6,17.1,24.1,14.5,11.9,11.2,10.3,10.0,10.3,10.5,10.0,10.8,10.2,22.6,9.6
JTU320000000000000LDL         ,JTU320000000000000LDL         ,320000,L,2000-M12,2022-M04,2004.0,1692.0,1481.0,1242.0,1147.0,1038.0,1232.0,1468.0,1856.0,936.0,768.0,802.0,776.0,716.0,790.0,803.0,699.0,752.0,748.0,1721.0,646.0
JTU320000000000000LDR         ,JTU320000000000000LDR         ,320000,R,2000-M12,2022-M04,19.4,17.8,16.5,13.9,12.8,11.6,14.0,17.3,25.5,13.3,10.6,10.7,10.3,9.3,10.2,10.4,9.0,9.5,9.3,22.7,8.4
JTU340000000000000LDL         ,JTU340000000000000LDL         ,340000,L,2000-M12,2022-M04,1346.0,1078.0,929.0,804.0,735.0,772.0,798.0,822.0,1004.0,738.0,622.0,529.0,466.0,497.0,487.0,493.0,549.0,618.0,563.0,1032.0,536.0
JTU340000000000000LDR         ,JTU340000000000000LDR         ,340000,R,2000-M12,2022-M04,22.0,18.7,16.8,14.9,13.9,14.9,15.7,16.6,22.0,16.5,14.0,11.9,10.4,11.0,10.6,10.6,11.7,13.0,11.8,22.5,11.5
JTU400000000000000LDL         ,JTU400000000000000LDL         ,400000,L,2000-M12,2022-M04,5000.0,5054.0,4940.0,5054.0,5036.0,4356.0,4559.0,5047.0,5092.0,3848.0,3830.0,3827.0,3810.0,4061.0,4020.0,3690.0,3739.0,4178.0,4058.0,7162.0,3238.0
JTU400000000000000LDR         ,JTU400000000000000LDR         ,400000,R,2000-M12,2022-M04,19.3,19.9,19.6,19.8,19.4,16.6,17.2,19.2,20.5,15.7,15.3,15.1,14.8,15.4,15.0,13.6,13.6,15.1,14.6,26.8,11.7
JTU420000000000000LDL         ,JTU420000000000000LDL         ,420000,L,2000-M12,2022-M04,845.0,787.0,753.0,785.0,733.0,658.0,787.0,900.0,999.0,754.0,632.0,678.0,554.0,615.0,570.0,493.0,489.0,503.0,611.0,1029.0,472.0
JTU420000000000000LDR         ,JTU420000000000000LDR         ,420000,R,2000-M12,2022-M04,14.8,14.0,13.6,14.0,12.8,11.3,13.2,15.3,18.1,14.0,11.5,12.1,9.8,10.7,9.9,8.5,8.4,8.6,10.4,18.3,8.3
JTU440000000000000LDL         ,JTU440000000000000LDL         ,440000,L,2000-M12,2022-M04,3407.0,3475.0,3387.0,3342.0,3320.0,2980.0,3052.0,3340.0,3028.0,2443.0,2517.0,2438.0,2504.0,2629.0,2583.0,2305.0,2296.0,2658.0,2421.0,4368.0,1781.0
JTU440000000000000LDR         ,JTU440000000000000LDR         ,440000,R,2000-M12,2022-M04,22.4,23.1,22.7,22.2,21.7,19.4,19.7,21.8,20.8,16.9,17.2,16.4,16.6,17.1,16.5,14.6,14.5,16.8,15.5,29.4,11.6
JTU480099000000000LDL         ,JTU480099000000000LDL         ,480099,L,2000-M12,2022-M04,748.0,789.0,801.0,924.0,984.0,720.0,722.0,806.0,1062.0,655.0,679.0,709.0,755.0,814.0,867.0,896.0,953.0,1020.0,1027.0,1762.0,987.0
JTU480099000000000LDR         ,JTU480099000000000LDR         ,480099,R,2000-M12,2022-M04,15.0,16.4,16.8,19.2,20.0,14.3,14.2,15.9,22.1,13.8,14.0,14.3,14.9,15.6,16.0,16.1,16.6,17.0,16.5,28.5,14.9
JTU510000000000000LDL         ,JTU510000000000000LDL         ,510000,L,2000-M12,2022-M04,586.0,530.0,503.0,381.0,342.0,358.0,367.0,381.0,464.0,326.0,280.0,288.0,405.0,454.0,344.0,306.0,398.0,411.0,464.0,662.0,367.0
JTU510000000000000LDR         ,JTU510000000000000LDR         ,510000,R,2000-M12,2022-M04,16.1,15.6,15.8,12.2,11.2,11.8,12.1,12.8,16.5,12.0,10.5,10.8,15.0,16.7,12.5,10.9,14.1,14.5,16.2,24.3,13.0
JTU510099000000000LDL         ,JTU510099000000000LDL         ,510099,L,2000-M12,2022-M04,790.0,867.0,786.0,799.0,854.0,890.0,1083.0,1071.0,1270.0,768.0,656.0,690.0,748.0,666.0,702.0,704.0,687.0,633.0,640.0,1110.0,537.0
JTU510099000000000LDR         ,JTU510099000000000LDR         ,510099,R,2000-M12,2022-M04,10.0,10.9,9.7,9.9,10.4,10.6,13.0,13.1,16.2,10.0,8.5,8.9,9.5,8.3,8.6,8.5,8.1,7.4,7.3,12.8,6.1
JTU520000000000000LDL         ,JTU520000000000000LDL         ,520000,L,2000-M12,2022-M04,486.0,555.0,459.0,430.0,453.0,466.0,622.0,669.0,742.0,473.0,364.0,375.0,427.0,423.0,417.0,417.0,381.0,417.0,319.0,494.0,328.0
JTU520000000000000LDR         ,JTU520000000000000LDR         ,520000,R,2000-M12,2022-M04,8.3,9.4,7.6,7.1,7.5,7.5,10.1,11.0,12.7,8.2,6.3,6.4,7.3,7.1,6.9,6.8,6.1,6.6,5.0,7.6,5.0
JTU530000000000000LDL         ,JTU530000000000000LDL         ,530000,L,2000-M12,2022-M04,303.0,311.0,328.0,370.0,402.0,426.0,459.0,402.0,532.0,299.0,295.0,313.0,321.0,243.0,288.0,287.0,304.0,219.0,317.0,614.0,211.0
JTU530000000000000LDR         ,JTU530000000000000LDR         ,530000,R,2000-M12,2022-M04,14.9,15.3,15.9,17.7,18.8,19.6,21.2,18.9,26.7,15.5,15.3,16.0,16.1,11.9,13.8,13.4,13.9,9.7,13.7,27.7,9.3
JTU540099000000000LDL         ,JTU540099000000000LDL         ,540099,L,2000-M12,2022-M04,5033.0,4222.0,4489.0,4559.0,4873.0,4520.0,5003.0,5405.0,5144.0,4540.0,5144.0,5214.0,4751.0,5216.0,5210.0,5198.0,4893.0,4996.0,5045.0,6466.0,4170.0
JTU540099000000000LDR         ,JTU540099000000000LDR         ,540099,R,2000-M12,2022-M04,30.5,26.4,28.0,27.7,28.7,25.7,27.8,30.4,30.9,27.1,29.6,29.0,25.6,27.3,26.5,25.8,23.9,23.8,23.7,31.8,19.6
JTU600000000000000LDL         ,JTU600000000000000LDL         ,600000,L,2000-M12,2022-M04,1541.0,1693.0,1840.0,1680.0,1773.0,1728.0,1854.0,2055.0,2285.0,2206.0,1988.0,2067.0,2036.0,2039.0,1824.0,1977.0,2064.0,2102.0,2037.0,4473.0,1602.0
JTU600000000000000LDR         ,JTU600000000000000LDR         ,600000,R,2000-M12,2022-M04,9.7,10.3,10.9,9.8,10.0,9.5,9.9,10.7,11.6,11.0,9.8,10.0,9.7,9.5,8.3,8.7,8.9,8.9,8.4,19.2,6.8
JTU610000000000000LDL         ,JTU610000000000000LDL         ,610000,L,2000-M12,2022-M04,292.0,256.0,370.0,309.0,335.0,371.0,414.0,410.0,476.0,421.0,410.0,445.0,465.0,424.0,399.0,397.0,429.0,477.0,404.0,925.0,246.0
JTU610000000000000LDR         ,JTU610000000000000LDR         ,610000,R,2000-M12,2022-M04,11.6,9.7,13.7,11.2,11.8,12.8,14.1,13.5,15.4,13.3,12.6,13.3,13.9,12.4,11.5,11.1,11.7,12.8,10.8,26.6,6.9
JTU620000000000000LDL         ,JTU620000000000000LDL         ,620000,L,2000-M12,2022-M04,1247.0,1439.0,1473.0,1372.0,1439.0,1355.0,1438.0,1644.0,1808.0,1784.0,1576.0,1624.0,1571.0,1617.0,1425.0,1579.0,1636.0,1625.0,1635.0,3549.0,1357.0
JTU620000000000000LDR         ,JTU620000000000000LDR         ,620000,R,2000-M12,2022-M04,9.4,10.5,10.4,9.5,9.7,8.9,9.1,10.2,10.9,10.6,9.2,9.3,8.9,9.0,7.7,8.3,8.4,8.2,8.0,17.9,6.8
JTU700000000000000LDL         ,JTU700000000000000LDL         ,700000,L,2000-M12,2022-M04,3533.0,3150.0,3657.0,3859.0,3615.0,3462.0,3448.0,3479.0,3537.0,3069.0,3442.0,3367.0,3326.0,3535.0,3715.0,3472.0,3850.0,3806.0,3570.0,10412.0,2219.0
JTU700000000000000LDR         ,JTU700000000000000LDR         ,700000,R,2000-M12,2022-M04,29.4,26.3,30.0,30.9,28.2,26.4,25.7,25.9,27.0,23.5,25.8,24.5,23.3,24.1,24.5,22.2,24.0,23.4,21.5,79.2,15.7
JTU710000000000000LDL         ,JTU710000000000000LDL         ,710000,L,2000-M12,2022-M04,1024.0,818.0,1078.0,1077.0,925.0,874.0,938.0,951.0,836.0,811.0,949.0,961.0,895.0,1044.0,1067.0,988.0,1156.0,1154.0,982.0,1693.0,628.0
JTU710000000000000LDR         ,JTU710000000000000LDR         ,710000,R,2000-M12,2022-M04,56.1,45.9,59.5,58.2,48.9,45.3,47.6,48.3,43.6,42.4,49.5,48.8,44.1,49.6,49.3,43.9,49.5,48.4,40.3,95.5,31.7
JTU720000000000000LDL         ,JTU720000000000000LDL         ,720000,L,2000-M12,2022-M04,2510.0,2332.0,2577.0,2780.0,2690.0,2589.0,2511.0,2527.0,2702.0,2257.0,2492.0,2407.0,2429.0,2489.0,2648.0,2484.0,2695.0,2649.0,2587.0,8719.0,1590.0
JTU720000000000000LDR         ,JTU720000000000000LDR         ,720000,R,2000-M12,2022-M04,24.6,22.9,24.9,26.1,24.6,23.2,21.9,22.0,24.2,20.3,21.8,20.4,19.9,19.8,20.4,18.5,19.6,19.0,18.3,76.7,13.1
JTU810000000000000LDL         ,JTU810000000000000LDL         ,810000,L,2000-M12,2022-M04,673.0,774.0,934.0,807.0,818.0,838.0,762.0,897.0,1090.0,825.0,1085.0,1007.0,893.0,762.0,970.0,851.0,1015.0,940.0,767.0,2443.0,885.0
JTU810000000000000LDR         ,JTU810000000000000LDR         ,810000,R,2000-M12,2022-M04,12.8,14.4,17.3,14.9,15.2,15.4,13.9,16.3,20.3,15.5,20.2,18.5,16.3,13.7,17.3,15.0,17.6,16.1,13.0,45.8,16.2
JTU900000000000000LDL         ,JTU900000000000000LDL         ,900000,L,2000-M12,2022-M04,1131.0,1227.0,1338.0,1346.0,1315.0,1393.0,1373.0,1218.0,1633.0,2096.0,1340.0,1275.0,1177.0,1072.0,1340.0,1337.0,1347.0,1261.0,1257.0,1892.0,882.0
JTU900000000000000LDR         ,JTU900000000000000LDR         ,900000,R,2000-M12,2022-M04,5.4,5.7,6.2,6.2,6.0,6.3,6.2,5.4,7.2,9.3,6.1,5.8,5.4,4.9,6.1,6.0,6.0,5.6,5.6,8.6,4.0
JTU910000000000000LDL         ,JTU910000000000000LDL         ,910000,L,2000-M12,2022-M04,104.0,116.0,132.0,162.0,179.0,205.0,219.0,124.0,234.0,746.0,117.0,125.0,118.0,92.0,130.0,120.0,118.0,90.0,121.0,436.0,121.0
JTU910000000000000LDR         ,JTU910000000000000LDR         ,910000,R,2000-M12,2022-M04,3.8,4.2,4.8,5.9,6.6,7.5,8.0,4.5,8.3,25.1,4.1,4.4,4.3,3.4,4.7,4.3,4.2,3.2,4.3,14.9,4.2
JTU920000000000000LDL         ,JTU920000000000000LDL         ,920000,L,2000-M12,2022-M04,1025.0,1111.0,1209.0,1184.0,1132.0,1187.0,1153.0,1093.0,1397.0,1350.0,1221.0,1150.0,1058.0,979.0,1210.0,1216.0,1228.0,1171.0,1137.0,1455.0,759.0
JTU920000000000000LDR         ,JTU920000000000000LDR         ,920000,R,2000-M12,2022-M04,5.6,5.9,6.4,6.3,5.9,6.2,5.9,5.5,7.1,6.9,6.3,6.0,5.5,5.1,6.3,6.3,6.3,6.0,5.7,7.6,4.0
JTU923000000000000LDL         ,JTU923000000000000LDL         ,923000,L,2000-M12,2022-M04,418.0,520.0,545.0,561.0,547.0,590.0,575.0,521.0,656.0,698.0,644.0,505.0,528.0,484.0,614.0,606.0,564.0,606.0,556.0,821.0,373.0
JTU923000000000000LDR         ,JTU923000000000000LDR         ,923000,R,2000-M12,2022-M04,4.4,5.3,5.5,5.6,5.4,5.8,5.6,5.0,6.3,6.7,6.3,5.0,5.2,4.7,6.0,5.9,5.4,5.8,5.3,8.2,3.7
JTU929000000000000LDL         ,JTU929000000000000LDL         ,929000,L,2000-M12,2022-M04,605.0,588.0,660.0,624.0,586.0,597.0,578.0,571.0,740.0,654.0,579.0,644.0,532.0,498.0,597.0,610.0,661.0,566.0,579.0,631.0,385.0
JTU929000000000000LDR         ,JTU929000000000000LDR         ,929000,R,2000-M12,2022-M04,6.9,6.6,7.5,7.0,6.5,6.6,6.3,6.1,8.0,7.2,6.4,7.2,6.0,5.6,6.6,6.7,7.2,6.1,6.2,7.0,4.3
