index,Index,Label,unit,start,last,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
JTU000000000000000LDL         ,JTU000000000000000LDL         ,0,L,2000-M12,2022-M04,24971.0,23621.0,24353.0,23701.0,23495.0,22267.0,23556.0,25443.0,27434.0,22562.0,22134.0,22023.0,20959.0,21147.0,21779.0,21240.0,21606.0,21825.0,21893.0,40801.0,17019.0
JTU000000000000000LDR         ,JTU000000000000000LDR         ,0,R,2000-M12,2022-M04,18.9,18.1,18.7,18.0,17.5,16.3,17.1,18.5,20.9,17.3,16.8,16.4,15.4,15.2,15.4,14.7,14.7,14.7,14.5,28.7,11.6
JTU000000MW0000000LDL         ,JTU000000MW0000000LDL         ,0,L,2000-M12,2022-M04,6328.0,5391.0,5260.0,5215.0,5517.0,4952.0,5449.0,5526.0,5989.0,5237.0,4991.0,4829.0,4327.0,4664.0,4972.0,4919.0,4870.0,4792.0,4426.0,9089.0,3688.0
JTU000000MW0000000LDR         ,JTU000000MW0000000LDR         ,0,R,2000-M12,2022-M04,20.1,17.4,17.1,16.9,17.8,15.8,17.3,17.7,20.1,17.7,16.6,15.9,14.1,15.0,15.7,15.4,15.1,14.8,13.5,29.5,11.6
JTU000000NE0000000LDL         ,JTU000000NE0000000LDL         ,0,L,2000-M12,2022-M04,4659.0,4472.0,4645.0,4754.0,4385.0,3832.0,4161.0,4503.0,5214.0,4502.0,4186.0,4106.0,4024.0,3858.0,3807.0,4030.0,4129.0,3934.0,3977.0,8045.0,2950.0
JTU000000NE0000000LDR         ,JTU000000NE0000000LDR         ,0,R,2000-M12,2022-M04,18.4,17.9,18.7,19.1,17.5,15.1,16.1,17.4,20.9,18.1,16.7,16.3,15.8,15.0,14.5,15.2,15.3,14.4,14.5,31.6,11.4
JTU000000SO0000000LDL         ,JTU000000SO0000000LDL         ,0,L,2000-M12,2022-M04,8060.0,8246.0,8837.0,8226.0,8352.0,8010.0,8576.0,9077.0,9628.0,7606.0,8110.0,8184.0,7639.0,7598.0,7892.0,7525.0,8190.0,8360.0,8264.0,13472.0,6611.0
JTU000000SO0000000LDR         ,JTU000000SO0000000LDR         ,0,R,2000-M12,2022-M04,17.3,17.9,19.1,17.5,17.4,16.3,17.2,18.3,20.2,16.1,16.9,16.8,15.4,15.0,15.3,14.3,15.3,15.3,14.9,25.5,12.1
JTU000000WE0000000LDL         ,JTU000000WE0000000LDL         ,0,L,2000-M12,2022-M04,5924.0,5515.0,5614.0,5505.0,5239.0,5478.0,5371.0,6333.0,6603.0,5221.0,4848.0,4904.0,4973.0,5026.0,5109.0,4766.0,4416.0,4740.0,5230.0,10195.0,3770.0
JTU000000WE0000000LDR         ,JTU000000WE0000000LDR         ,0,R,2000-M12,2022-M04,20.6,19.4,19.7,18.9,17.5,17.9,17.3,20.7,22.8,18.3,16.7,16.4,16.2,15.9,15.8,14.4,13.0,13.7,14.8,30.7,11.1
JTU100000000000000LDL         ,JTU100000000000000LDL         ,100000,L,2000-M12,2022-M04,23842.0,22393.0,23016.0,22355.0,22181.0,20877.0,22184.0,24227.0,25803.0,20465.0,20794.0,20747.0,19783.0,20074.0,20440.0,19905.0,20262.0,20564.0,20639.0,38911.0,16137.0
JTU100000000000000LDR         ,JTU100000000000000LDR         ,100000,R,2000-M12,2022-M04,21.5,20.5,21.2,20.3,19.8,18.2,19.2,21.1,23.7,19.0,18.9,18.5,17.3,17.1,17.1,16.3,16.3,16.3,16.1,32.4,13.0
