index,Index,Label,unit,start,last,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
JTU420000000000000TSR         ,JTU420000000000000TSR         ,420000,R,2000-M12,2022-M04,34.8,34.5,32.2,33.9,32.6,31.6,33.7,33.3,30.2,26.2,26.0,26.8,24.4,28.6,28.1,27.9,28.0,29.4,29.6,37.4,33.5
JTU440000000000000TSL         ,JTU440000000000000TSL         ,440000,L,2000-M12,2022-M04,10186.0,9113.0,8726.0,9268.0,9643.0,9679.0,9421.0,8963.0,7035.0,6674.0,6783.0,6984.0,7534.0,8600.0,8912.0,8633.0,8532.0,9165.0,9124.0,10345.0,9945.0
JTU440000000000000TSR         ,JTU440000000000000TSR         ,440000,R,2000-M12,2022-M04,66.8,60.6,58.5,61.5,63.1,63.0,60.7,58.6,48.4,46.2,46.2,47.0,49.9,56.0,57.1,54.5,53.8,58.1,58.4,69.6,64.6
JTU480099000000000TSL         ,JTU480099000000000TSL         ,480099,L,2000-M12,2022-M04,2037.0,1773.0,1741.0,1943.0,2183.0,1993.0,1796.0,1880.0,1894.0,1485.0,1615.0,1771.0,1822.0,1982.0,2131.0,2249.0,2349.0,2642.0,2854.0,3654.0,3249.0
JTU480099000000000TSR         ,JTU480099000000000TSR         ,480099,R,2000-M12,2022-M04,40.9,36.8,36.5,40.3,44.4,39.7,35.2,37.1,39.5,31.3,33.2,35.6,36.0,38.0,39.2,40.3,40.9,44.1,45.9,59.1,49.0
JTU510000000000000TSL         ,JTU510000000000000TSL         ,510000,L,2000-M12,2022-M04,1626.0,1300.0,1155.0,1003.0,1070.0,1139.0,995.0,893.0,911.0,752.0,748.0,786.0,909.0,991.0,949.0,929.0,1013.0,1057.0,1101.0,1172.0,1101.0
JTU510000000000000TSR         ,JTU510000000000000TSR         ,510000,R,2000-M12,2022-M04,44.8,38.3,36.2,32.2,35.0,37.5,32.8,29.9,32.5,27.8,27.9,29.4,33.6,36.4,34.5,33.2,36.0,37.2,38.4,43.1,38.9
JTU510099000000000TSL         ,JTU510099000000000TSL         ,510099,L,2000-M12,2022-M04,2662.0,2496.0,2476.0,2722.0,2624.0,2943.0,3105.0,2763.0,2321.0,2095.0,1869.0,2129.0,2326.0,2197.0,2226.0,2217.0,2383.0,2331.0,2491.0,2729.0,2505.0
JTU510099000000000TSR         ,JTU510099000000000TSR         ,510099,R,2000-M12,2022-M04,33.7,31.4,30.7,33.6,32.0,35.2,37.2,33.7,29.6,27.2,24.3,27.4,29.5,27.5,27.4,26.8,28.2,27.1,28.5,31.4,28.5
JTU520000000000000TSL         ,JTU520000000000000TSL         ,520000,L,2000-M12,2022-M04,1782.0,1616.0,1536.0,1708.0,1643.0,1853.0,2083.0,1801.0,1422.0,1388.0,1175.0,1375.0,1529.0,1480.0,1480.0,1468.0,1574.0,1529.0,1584.0,1636.0,1716.0
JTU520000000000000TSR         ,JTU520000000000000TSR         ,520000,R,2000-M12,2022-M04,30.4,27.3,25.5,28.4,27.1,29.9,33.7,29.6,24.3,24.1,20.4,23.6,26.0,25.0,24.5,23.9,25.1,24.1,24.6,25.2,26.3
JTU530000000000000TSL         ,JTU530000000000000TSL         ,530000,L,2000-M12,2022-M04,878.0,880.0,939.0,1013.0,981.0,1091.0,1021.0,962.0,898.0,705.0,696.0,756.0,798.0,718.0,745.0,748.0,809.0,805.0,909.0,1091.0,788.0
JTU530000000000000TSR         ,JTU530000000000000TSR         ,530000,R,2000-M12,2022-M04,43.1,43.3,45.6,48.6,46.0,50.2,47.1,45.2,45.0,36.5,36.1,38.7,39.9,35.1,35.7,35.0,37.0,35.7,39.2,49.3,34.9
JTU540099000000000TSL         ,JTU540099000000000TSL         ,540099,L,2000-M12,2022-M04,11657.0,10269.0,9373.0,9582.0,10600.0,11568.0,11873.0,11503.0,9165.0,9380.0,10525.0,10352.0,10573.0,11584.0,12434.0,13006.0,13025.0,13301.0,13512.0,13931.0,13644.0
JTU540099000000000TSR         ,JTU540099000000000TSR         ,540099,R,2000-M12,2022-M04,70.6,64.1,58.5,58.3,62.3,65.7,66.0,64.7,55.1,55.9,60.5,57.5,56.9,60.6,63.1,64.7,63.5,63.5,63.5,68.6,64.2
JTU600000000000000TSL         ,JTU600000000000000TSL         ,600000,L,2000-M12,2022-M04,5567.0,5341.0,5444.0,5445.0,5779.0,5945.0,6003.0,6018.0,5756.0,5611.0,5518.0,5915.0,6283.0,6423.0,6872.0,7104.0,7561.0,8032.0,8068.0,10364.0,8823.0
JTU600000000000000TSR         ,JTU600000000000000TSR         ,600000,R,2000-M12,2022-M04,35.2,32.6,32.3,31.6,32.7,32.7,32.1,31.3,29.3,28.1,27.2,28.5,29.8,30.0,31.2,31.4,32.6,34.0,33.4,44.5,37.3
JTU610000000000000TSL         ,JTU610000000000000TSL         ,610000,L,2000-M12,2022-M04,720.0,665.0,794.0,756.0,802.0,884.0,899.0,875.0,873.0,847.0,893.0,956.0,969.0,984.0,1013.0,1037.0,1077.0,1125.0,1117.0,1466.0,915.0
JTU610000000000000TSR         ,JTU610000000000000TSR         ,610000,R,2000-M12,2022-M04,28.7,25.2,29.5,27.4,28.3,30.5,30.6,28.8,28.3,26.8,27.5,28.6,28.9,28.8,29.2,29.1,29.4,30.3,29.9,42.1,25.5
JTU620000000000000TSL         ,JTU620000000000000TSL         ,620000,L,2000-M12,2022-M04,4848.0,4676.0,4649.0,4687.0,4976.0,5060.0,5102.0,5142.0,4883.0,4764.0,4626.0,4955.0,5314.0,5440.0,5859.0,6066.0,6483.0,6905.0,6951.0,8897.0,7908.0
JTU620000000000000TSR         ,JTU620000000000000TSR         ,620000,R,2000-M12,2022-M04,36.4,34.0,32.9,32.4,33.5,33.2,32.4,31.8,29.5,28.3,27.1,28.4,30.0,30.2,31.6,31.8,33.2,34.7,34.0,44.9,39.4
JTU700000000000000TSL         ,JTU700000000000000TSL         ,700000,L,2000-M12,2022-M04,10709.0,9443.0,9637.0,10264.0,10677.0,10814.0,10837.0,10070.0,8107.0,7667.0,8297.0,8696.0,9162.0,10151.0,11150.0,11762.0,11910.0,12562.0,13146.0,17071.0,11968.0
JTU700000000000000TSR         ,JTU700000000000000TSR         ,700000,R,2000-M12,2022-M04,89.0,78.8,79.2,82.2,83.3,82.5,80.7,74.9,62.0,58.8,62.1,63.2,64.3,69.1,73.5,75.1,74.2,77.1,79.3,129.8,84.9
JTU710000000000000TSL         ,JTU710000000000000TSL         ,710000,L,2000-M12,2022-M04,1736.0,1517.0,1686.0,1694.0,1669.0,1547.0,1630.0,1565.0,1263.0,1310.0,1511.0,1527.0,1536.0,1725.0,1772.0,1827.0,1975.0,2116.0,1960.0,2262.0,1510.0
JTU710000000000000TSR         ,JTU710000000000000TSR         ,710000,R,2000-M12,2022-M04,95.2,85.1,93.0,91.6,88.2,80.2,82.8,79.4,65.9,68.5,78.7,77.6,75.7,82.0,81.8,81.1,84.7,88.8,80.4,127.6,76.3
JTU720000000000000TSL         ,JTU720000000000000TSL         ,720000,L,2000-M12,2022-M04,8973.0,7925.0,7950.0,8571.0,9011.0,9265.0,9205.0,8506.0,6845.0,6358.0,6788.0,7171.0,7629.0,8426.0,9374.0,9932.0,9935.0,10442.0,11187.0,14807.0,10458.0
JTU720000000000000TSR         ,JTU720000000000000TSR         ,720000,R,2000-M12,2022-M04,87.9,77.7,76.7,80.5,82.5,82.9,80.3,74.2,61.3,57.1,59.4,60.8,62.4,66.9,72.1,74.1,72.4,75.1,79.1,130.2,86.3
JTU810000000000000TSL         ,JTU810000000000000TSL         ,810000,L,2000-M12,2022-M04,2152.0,2279.0,2410.0,2504.0,2589.0,2308.0,2260.0,2228.0,2221.0,1930.0,2196.0,2204.0,2196.0,2163.0,2463.0,2250.0,2609.0,2563.0,2543.0,3588.0,2573.0
JTU810000000000000TSR         ,JTU810000000000000TSR         ,810000,R,2000-M12,2022-M04,40.9,42.4,44.6,46.3,48.0,42.4,41.1,40.4,41.4,36.2,41.0,40.6,40.1,38.9,43.8,39.5,45.2,44.0,43.2,67.3,47.2
JTU900000000000000TSL         ,JTU900000000000000TSL         ,900000,L,2000-M12,2022-M04,3586.0,3724.0,3697.0,3699.0,3748.0,4074.0,4114.0,3453.0,3467.0,4186.0,3473.0,3588.0,3494.0,3495.0,3907.0,4069.0,4078.0,4150.0,4245.0,5138.0,3991.0
JTU900000000000000TSR         ,JTU900000000000000TSR         ,900000,R,2000-M12,2022-M04,17.0,17.3,17.1,17.1,17.2,18.5,18.5,15.3,15.4,18.6,15.7,16.4,16.0,16.0,17.7,18.3,18.2,18.5,18.8,23.4,18.1
JTU910000000000000TSL         ,JTU910000000000000TSL         ,910000,L,2000-M12,2022-M04,430.0,514.0,475.0,475.0,470.0,627.0,723.0,314.0,412.0,1002.0,346.0,368.0,374.0,330.0,380.0,371.0,399.0,403.0,469.0,825.0,544.0
JTU910000000000000TSR         ,JTU910000000000000TSR         ,910000,R,2000-M12,2022-M04,15.6,18.6,17.2,17.4,17.2,23.0,26.4,11.4,14.5,33.7,12.1,13.0,13.5,12.1,13.8,13.3,14.2,14.4,16.6,28.2,18.8
JTU920000000000000TSL         ,JTU920000000000000TSL         ,920000,L,2000-M12,2022-M04,3156.0,3209.0,3220.0,3228.0,3280.0,3447.0,3391.0,3142.0,3055.0,3184.0,3128.0,3221.0,3120.0,3165.0,3526.0,3698.0,3678.0,3748.0,3774.0,4312.0,3444.0
JTU920000000000000TSR         ,JTU920000000000000TSR         ,920000,R,2000-M12,2022-M04,17.2,17.1,17.1,17.1,17.2,17.9,17.4,15.9,15.5,16.3,16.3,16.9,16.3,16.5,18.3,19.0,18.8,19.1,19.1,22.6,18.0
JTU923000000000000TSL         ,JTU923000000000000TSL         ,923000,L,2000-M12,2022-M04,1441.0,1542.0,1582.0,1587.0,1620.0,1769.0,1761.0,1538.0,1504.0,1682.0,1653.0,1615.0,1600.0,1510.0,1762.0,1817.0,1793.0,1940.0,1959.0,2434.0,1622.0
JTU923000000000000TSR         ,JTU923000000000000TSR         ,923000,R,2000-M12,2022-M04,15.0,15.6,15.9,15.9,16.0,17.3,17.1,14.7,14.4,16.2,16.1,15.9,15.7,14.8,17.2,17.6,17.2,18.6,18.6,24.3,16.0
JTU929000000000000TSL         ,JTU929000000000000TSL         ,929000,L,2000-M12,2022-M04,1718.0,1669.0,1637.0,1640.0,1659.0,1677.0,1632.0,1602.0,1551.0,1501.0,1475.0,1611.0,1518.0,1655.0,1764.0,1881.0,1883.0,1809.0,1816.0,1879.0,1822.0
JTU929000000000000TSR         ,JTU929000000000000TSR         ,929000,R,2000-M12,2022-M04,19.6,18.9,18.5,18.5,18.5,18.6,17.8,17.2,16.7,16.4,16.4,18.0,17.0,18.5,19.6,20.7,20.6,19.7,19.6,20.8,20.2
