index,Index,Label,unit,start,last,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
JTU000000000000000TSL         ,JTU000000000000000TSL         ,0,L,2000-M12,2022-M04,64348.0,58719.0,56918.0,58459.0,61185.0,62632.0,62652.0,59882.0,51939.0,48671.0,49614.0,51093.0,52564.0,55931.0,59930.0,61512.0,63500.0,66245.0,68097.0,80778.0,69045.0
JTU000000000000000TSR         ,JTU000000000000000TSR         ,0,R,2000-M12,2022-M04,48.7,44.9,43.7,44.4,45.6,45.9,45.4,43.6,39.6,37.3,37.6,38.1,38.5,40.3,42.3,42.6,43.3,44.5,45.1,56.8,47.2
JTU000000MW0000000TSL         ,JTU000000MW0000000TSL         ,0,L,2000-M12,2022-M04,15985.0,13164.0,12334.0,12558.0,13541.0,13553.0,13930.0,13010.0,11260.0,11152.0,11351.0,11421.0,11468.0,12338.0,13353.0,13807.0,13834.0,14631.0,14420.0,17956.0,15115.0
JTU000000MW0000000TSR         ,JTU000000MW0000000TSR         ,0,R,2000-M12,2022-M04,50.8,42.5,40.2,40.8,43.6,43.3,44.3,41.7,37.8,37.7,37.9,37.6,37.4,39.7,42.3,43.2,42.9,45.0,44.1,58.3,47.7
JTU000000NE0000000TSL         ,JTU000000NE0000000TSL         ,0,L,2000-M12,2022-M04,11100.0,10129.0,9691.0,10300.0,10340.0,10042.0,9855.0,9851.0,9123.0,8802.0,8406.0,8693.0,8815.0,8907.0,9464.0,9898.0,10302.0,10094.0,10405.0,13497.0,10040.0
JTU000000NE0000000TSR         ,JTU000000NE0000000TSR         ,0,R,2000-M12,2022-M04,43.8,40.5,39.0,41.4,41.2,39.5,38.2,38.1,36.5,35.4,33.5,34.4,34.6,34.6,36.1,37.3,38.3,37.0,37.9,53.0,38.7
JTU000000SO0000000TSL         ,JTU000000SO0000000TSL         ,0,L,2000-M12,2022-M04,22733.0,21799.0,21682.0,21878.0,23002.0,24288.0,24171.0,22696.0,19313.0,17906.0,18990.0,19855.0,20170.0,21858.0,23418.0,23648.0,25129.0,26320.0,27046.0,30200.0,28429.0
JTU000000SO0000000TSR         ,JTU000000SO0000000TSR         ,0,R,2000-M12,2022-M04,48.8,47.2,46.9,46.5,47.9,49.4,48.5,45.7,40.6,37.8,39.6,40.8,40.7,43.2,45.3,44.9,46.9,48.2,48.8,57.2,52.2
JTU000000WE0000000TSL         ,JTU000000WE0000000TSL         ,0,L,2000-M12,2022-M04,14530.0,13626.0,13213.0,13722.0,14302.0,14747.0,14697.0,14327.0,12242.0,10810.0,10867.0,11124.0,12111.0,12829.0,13694.0,14157.0,14234.0,15204.0,16223.0,19129.0,15462.0
JTU000000WE0000000TSR         ,JTU000000WE0000000TSR         ,0,R,2000-M12,2022-M04,50.6,47.8,46.3,47.2,47.8,48.2,47.5,46.9,42.3,37.8,37.5,37.2,39.4,40.7,42.3,42.7,42.0,43.9,45.9,57.7,45.4
JTU100000000000000TSL         ,JTU100000000000000TSL         ,100000,L,2000-M12,2022-M04,60762.0,54994.0,53222.0,54757.0,57438.0,58558.0,58536.0,56428.0,48472.0,44486.0,46140.0,47505.0,49068.0,52434.0,56020.0,57443.0,59423.0,62096.0,63852.0,75642.0,65055.0
JTU100000000000000TSR         ,JTU100000000000000TSR         ,100000,R,2000-M12,2022-M04,54.8,50.4,48.9,49.7,51.2,51.1,50.6,49.2,44.6,41.2,42.0,42.3,42.8,44.8,46.8,47.0,47.8,49.1,49.8,62.9,52.4
JTU110099000000000TSL         ,JTU110099000000000TSL         ,110099,L,2000-M12,2022-M04,279.0,252.0,253.0,245.0,239.0,255.0,305.0,349.0,315.0,219.0,241.0,364.0,341.0,358.0,452.0,394.0,328.0,393.0,352.0,332.0,205.0
JTU110099000000000TSR         ,JTU110099000000000TSR         ,110099,R,2000-M12,2022-M04,46.0,43.2,44.2,41.5,38.1,37.3,42.1,45.6,45.4,31.1,30.6,42.9,39.5,40.2,55.6,59.0,48.5,54.1,48.4,55.3,36.2
JTU230000000000000TSL         ,JTU230000000000000TSL         ,230000,L,2000-M12,2022-M04,5566.0,5304.0,5325.0,5248.0,5505.0,5387.0,5137.0,5331.0,4897.0,4209.0,4027.0,3928.0,3703.0,3410.0,3645.0,3922.0,4276.0,4217.0,4870.0,4970.0,4216.0
JTU230000000000000TSR         ,JTU230000000000000TSR         ,230000,R,2000-M12,2022-M04,81.5,79.0,79.1,75.2,75.0,70.0,67.3,74.4,81.4,76.3,72.8,69.6,63.2,55.4,56.4,58.3,61.4,57.9,65.0,68.5,56.9
JTU300000000000000TSL         ,JTU300000000000000TSL         ,300000,L,2000-M12,2022-M04,6327.0,5492.0,4893.0,4630.0,4665.0,4681.0,4808.0,4476.0,4182.0,3051.0,2894.0,2879.0,2840.0,2934.0,3160.0,3365.0,3811.0,4121.0,4046.0,5378.0,4923.0
JTU300000000000000TSR         ,JTU300000000000000TSR         ,300000,R,2000-M12,2022-M04,38.5,36.0,33.7,32.3,32.8,33.1,34.6,33.4,35.3,26.5,24.7,24.1,23.6,24.1,25.6,27.2,30.6,32.5,31.6,44.2,39.9
JTU320000000000000TSL         ,JTU320000000000000TSL         ,320000,L,2000-M12,2022-M04,3707.0,3309.0,2974.0,2802.0,2878.0,2732.0,2833.0,2702.0,2543.0,1664.0,1569.0,1684.0,1692.0,1689.0,1883.0,1980.0,2115.0,2287.0,2296.0,3158.0,2713.0
JTU320000000000000TSR         ,JTU320000000000000TSR         ,320000,R,2000-M12,2022-M04,35.9,34.9,33.2,31.4,32.1,30.4,32.2,31.9,34.9,23.6,21.6,22.5,22.4,22.0,24.2,25.7,27.3,28.8,28.6,41.7,35.3
JTU340000000000000TSL         ,JTU340000000000000TSL         ,340000,L,2000-M12,2022-M04,2622.0,2184.0,1918.0,1829.0,1789.0,1946.0,1975.0,1773.0,1637.0,1388.0,1323.0,1197.0,1148.0,1248.0,1278.0,1383.0,1697.0,1829.0,1748.0,2219.0,2209.0
JTU340000000000000TSR         ,JTU340000000000000TSR         ,340000,R,2000-M12,2022-M04,42.9,37.8,34.6,33.9,33.9,37.6,38.9,35.9,35.9,31.1,29.7,26.9,25.7,27.7,27.9,29.8,36.1,38.6,36.6,48.3,47.3
JTU400000000000000TSL         ,JTU400000000000000TSL         ,400000,L,2000-M12,2022-M04,14218.0,12820.0,12260.0,13114.0,13685.0,13519.0,13218.0,12801.0,10593.0,9568.0,9821.0,10257.0,10741.0,12226.0,12671.0,12498.0,12510.0,13522.0,13722.0,16108.0,15096.0
JTU400000000000000TSR         ,JTU400000000000000TSR         ,400000,R,2000-M12,2022-M04,54.8,50.4,48.6,51.4,52.8,51.6,49.7,48.8,42.6,38.9,39.3,40.4,41.6,46.4,47.2,46.0,45.6,49.0,49.5,60.4,54.5
JTU420000000000000TSL         ,JTU420000000000000TSL         ,420000,L,2000-M12,2022-M04,1993.0,1936.0,1792.0,1903.0,1861.0,1846.0,2003.0,1959.0,1667.0,1409.0,1424.0,1502.0,1382.0,1641.0,1626.0,1615.0,1626.0,1715.0,1742.0,2105.0,1904.0
