index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
PCU337110337110S              ,PCU337110337110S              ,"PPI industry data for Wood kitchen cabinet and countertop mfg-Secondary products, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2019-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,103.4,105.9,107.2,109.4,,,,,117.9,118.4,119.1,121.1,121.8,124.8,,
PCU33712-33712-               ,PCU33712-33712-               ,"PPI industry data for Household & institutional furniture mfg, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,104.0,107.4,109.7,114.0,117.6,118.1,120.7,123.0,124.8,126.8,128.9,129.9,131.6,134.5,138.0,140.3
PCU337121337121               ,PCU337121337121               ,"PPI industry data for Upholstered household furniture mfg, not seasonally adjusted",Index base: 1982.06 = 100,1972-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,55.4,58.0,63.9,68.1,71.0,74.9,78.5,82.3,89.7,95.4,99.9,102.3,104.2,107.9,109.3,111.6,116.2,119.3,121.5,124.3,125.3,127.3,129.7,132.9,136.3,138.1,140.1,142.0,144.4,146.2,147.8,149.0,149.9,153.0,159.4,162.4,168.3,171.8,171.3,174.8,177.8,179.8,183.8,186.8,187.4,190.0,196.2,200.6,202.1
PCU3371213371211              ,PCU3371213371211              ,"PPI industry data for Upholstered household furniture mfg-Upholstered household furniture, excl. dual-purpose sleep furniture, not seasonally adjusted",Index base: 1982.06 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,47.7,50.1,52.2,53.7,55.1,55.7,58.3,64.3,68.5,71.4,75.2,78.6,82.3,89.6,,99.9,102.5,104.5,108.7,110.0,112.4,117.4,120.4,122.5,125.5,126.5,128.4,130.9,134.0,137.6,139.5,141.6,143.5,146.1,147.9,149.9,151.3,151.4,154.1,160.7,163.8,169.8,173.4,173.0,176.5,179.5,181.9,184.6,186.2,187.0,189.1,193.6,196.1,197.3
PCU33712133712111             ,PCU33712133712111             ,"PPI industry data for Upholstered household furniture mfg-Upholstered household sofas, davenports, settees, and loveseats, except custom, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,103.9,108.4,109.6,112.5,118.5,121.4,123.4,125.7,127.1,129.2,131.6,133.9,137.0,138.3,140.0,141.8,143.4,146.4,148.6,150.2,151.0,155.1,161.6,164.7,170.0,172.7,171.3,174.6,178.2,179.8,182.6,184.4,184.7,186.5,191.0,192.7,194.6
PCU33712133712112             ,PCU33712133712112             ,"PPI industry data for Upholstered household furniture mfg-Upholstered household sectional sofa pieces, except custom, not seasonally adjusted",Index base: 1987.12 = 100,1987-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,107.0,111.6,114.4,115.7,119.1,122.9,128.9,134.6,140.8,143.6,146.7,154.7,156.3,158.1,158.0,145.4,130.0,135.2,137.9,144.2,150.2,150.5,153.7,157.5,160.6,162.7,163.9,165.6,169.0,172.6,174.5,172.4
PCU33712133712113             ,PCU33712133712113             ,"PPI industry data for Upholstered household furniture mfg-Upholstered household rocking chairs, including swivel rockers, except custom, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.9,100.9,99.5,96.1,97.6,98.5,99.1,100.6,108.0,110.2,109.3,109.2,112.0,118.1,118.6,119.6,118.5,121.3,120.9,120.9,121.7,122.7,123.5,126.4,130.2,140.0,144.5,146.9,153.3,156.4,158.7,161.1,,,,,,
PCU33712133712114             ,PCU33712133712114             ,"PPI industry data for Upholstered household furniture mfg-Upholstered household reclining chairs, except custom, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2017-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1,108.6,113.5,115.3,116.7,119.6,121.9,124.2,127.0,125.6,125.0,126.4,128.4,130.5,130.8,132.2,133.8,136.5,134.9,135.3,136.7,138.3,142.8,146.4,148.3,153.1,158.7,158.5,161.2,160.8,163.9,166.7,167.2,167.8,,,,
PCU33712133712115             ,PCU33712133712115             ,"PPI industry data for Upholstered household furniture mfg-Other upholstered household furniture, including custom sold at retail, not seasonally adjusted",Index base: 2005.06 = 100,2005-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3,108.9,113.6,115.0,115.7,118.3,119.8,122.0,123.6,125.1,126.2,128.7,130.9,137.8,141.2
PCU3371213371214              ,PCU3371213371214              ,"PPI industry data for Upholstered household furniture mfg-Dual-purpose sleep furniture incl. futon, conv. sofa, jackknife & chair beds, except custom, not seasonally adjusted",Index base: 1989.06 = 100,1989-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,103.4,104.7,112.6,130.8,,,,,,,,,,,,160.7,165.7,175.3,182.5,177.8,184.2,193.4,197.4,201.7,206.2,205.3,208.6,215.1,217.1,221.4
PCU337121337121M              ,PCU337121337121M              ,"PPI industry data for Upholstered household furniture mfg-Miscellaneous receipts, not seasonally adjusted",Index base: 2005.06 = 100,2005-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,100.5,101.3,,,,,,,,126.2,130.6,145.1,154.9,157.3
PCU337121337121P              ,PCU337121337121P              ,"PPI industry data for Upholstered household furniture mfg-Primary products, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,104.5,108.7,110.0,112.4,117.4,120.4,122.5,125.5,126.5,128.4,130.9,134.0,137.6,139.5,141.6,143.5,146.1,147.9,149.9,151.3,152.2,155.4,162.1,165.3,171.7,175.4,174.8,178.5,181.9,184.4,187.2,188.9,189.6,191.8,196.4,199.0,200.4
PCU337121337121S1             ,PCU337121337121S1             ,"PPI industry data for Upholstered household furniture mfg-Secondary products, not seasonally adjusted",Index base: 2015.09 = 100,2015-M09,2021-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,103.2,104.2,
PCU337122337122               ,PCU337122337122               ,"PPI industry data for Nonupholstered wood household furniture mfg, not seasonally adjusted",Index base: 1979.12 = 100,1972-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,58.4,61.7,68.4,73.1,77.1,81.1,87.3,94.8,105.3,113.1,118.8,123.1,129.3,133.3,136.2,140.7,147.2,153.7,158.9,163.3,166.9,173.3,180.3,186.3,189.7,192.3,195.8,200.5,204.1,207.6,211.4,212.4,214.2,221.1,226.5,230.0,238.3,246.5,250.2,255.7,260.2,265.3,268.3,272.9,275.5,278.8,282.1,286.9,291.2
PCU3371223371221              ,PCU3371223371221              ,"PPI industry data for Nonupholstered wood household furniture mfg-Wood household den, family room, library, and living room furniture, except custom, not seasonally adjusted",Index base: 1979.12 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,50.2,53.3,56.5,58.3,59.8,61.0,63.2,68.1,73.6,77.4,81.3,87.2,94.4,106.3,114.0,119.2,124.5,130.6,135.4,139.2,143.6,149.8,156.2,161.3,167.1,170.8,176.8,184.8,191.2,195.0,198.5,202.3,206.8,210.0,213.4,218.1,219.7,221.7,224.7,231.8,233.5,241.7,249.4,248.9,255.1,261.7,265.8,271.2,275.0,281.5,289.7,294.8,297.3,301.6
PCU3371223371224              ,PCU3371223371224              ,"PPI industry data for Nonupholstered wood household furniture mfg-Wood dining room and kitchen furniture, excl. cabinets, except custom, not seasonally adjusted",Index base: 1979.12 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,45.8,47.4,49.5,52.1,54.9,55.9,59.8,67.0,71.7,76.2,79.5,86.4,95.0,106.3,116.4,123.1,128.6,135.9,138.9,141.6,146.9,156.6,165.4,172.1,177.9,183.8,192.7,198.9,205.6,210.2,213.0,217.0,223.1,228.8,236.0,240.5,241.6,240.0,257.2,264.0,266.3,266.7,279.0,283.2,288.6,294.5,299.0,306.1,313.6,323.5,328.3,333.4,340.9,343.8
PCU3371223371228              ,PCU3371223371228              ,"PPI industry data for Nonupholstered wood household furniture mfg-Wood bedroom furniture, except custom, not seasonally adjusted",Index base: 1979.12 = 100,1967-M01,2021-M11,,,,,,,,,,,,,,,,,,,,,48.0,49.7,51.9,54.1,55.3,57.2,60.9,68.3,72.9,77.3,81.7,87.5,94.5,105.4,113.4,119.2,122.3,127.9,132.3,135.6,139.6,144.8,150.1,154.9,158.1,161.6,167.2,175.2,182.2,186.5,189.4,193.1,197.9,202.8,206.4,212.7,217.8,221.4,229.6,232.9,236.8,246.8,254.5,258.1,261.3,265.0,269.4,274.0,282.0,285.1,289.3,292.1,296.3,300.9
PCU337122337122A              ,PCU337122337122A              ,"PPI industry data for Nonupholstered wood household furniture mfg-Infants' and children's wood furniture, except custom, not seasonally adjusted",Index base: 2004.12 = 100,2004-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,101.3,103.3,106.5,111.3,116.8,119.5,119.1,120.9,124.2,129.0,131.5,135.2,139.5,141.3,140.2
PCU337122337122E              ,PCU337122337122E              ,"PPI industry data for Nonupholstered wood household furniture mfg-Wood outdoor furniture, unpainted, and ready-to-assemble wood furniture, except custom, not seasonally adjusted",Index base: 1979.12 = 100,1979-M12,2015-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.6,115.7,121.8,127.8,128.8,129.3,127.5,131.3,134.8,135.4,139.1,142.3,149.6,157.5,161.3,161.8,162.9,164.2,165.9,166.3,168.1,169.4,165.9,168.5,172.8,181.5,189.3,196.4,207.6,,,242.5,257.5,256.1,,,,,,
PCU337122337122J              ,PCU337122337122J              ,"PPI industry data for Nonupholstered wood household furniture mfg-Custom nonupholstered wood household furniture sold direct, excl. kitchen cabinets and vanities, not seasonally adjusted",Index base: 2012.06 = 100,2012-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,103.3,103.9,103.9,103.9,103.7,100.5,102.6
PCU337122337122M1             ,PCU337122337122M1             ,"PPI industry data for Nonupholstered wood household furniture mfg-Miscellaneous receipts, not seasonally adjusted",Index base: 2012.06 = 100,2012-M06,2018-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,102.1,104.5,105.2,106.9,,,
PCU337122337122P              ,PCU337122337122P              ,"PPI industry data for Nonupholstered wood household furniture mfg-Primary products, not seasonally adjusted",Index base: 1979.12 = 100,1979-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.7,113.9,119.7,124.1,130.1,134.0,137.0,141.4,148.0,154.3,159.4,164.0,168.2,174.8,182.2,188.7,192.5,195.3,199.0,203.7,207.4,211.2,215.7,217.6,219.8,227.6,233.7,237.7,245.4,255.0,259.6,266.3,272.1,278.7,282.2,286.8,289.6,292.9,296.1,299.4,303.3
PCU337122337122S              ,PCU337122337122S              ,"PPI industry data for Nonupholstered wood household furniture mfg-Secondary products, not seasonally adjusted",Index base: 1979.12 = 100,1979-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,109.5,114.0,119.4,127.5,130.6,133.7,136.6,144.7,156.5,165.1,167.8,169.3,172.4,174.5,178.6,179.5,181.4,183.4,183.8,185.2,187.0,188.9,189.5,190.9,193.7,197.6,198.4,209.9,210.7,208.8,207.1,207.8,211.4,208.8,209.8,212.5,213.7,215.6,225.3,230.8
PCU337122337122SS             ,PCU337122337122SS             ,"PPI industry data for Nonupholstered wood household furniture mfg-Secondary products, not seasonally adjusted",Index base: 1979.12 = 100,1979-M12,1994-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.3,113.8,118.8,127.6,129.5,132.3,136.1,143.6,150.7,158.1,164.1,166.5,170.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCU337124337124               ,PCU337124337124               ,"PPI industry data for Metal household furniture mfg, not seasonally adjusted",Index base: 1984.06 = 100,1947-M01,2021-M11,41.4,44.8,45.6,45.8,50.5,48.7,49.4,48.9,48.2,49.3,49.9,50.0,51.2,51.7,51.4,50.2,48.8,48.6,47.7,48.4,47.8,49.2,51.1,51.9,53.2,54.4,56.6,64.0,67.7,71.8,76.4,84.3,92.9,96.0,98.9,100.0,100.0,100.0,100.5,101.1,103.4,106.4,110.1,114.4,116.9,119.0,120.1,121.8,125.3,128.4,130.3,130.8,130.5,131.7,131.7,133.7,133.8,136.7,140.9,145.3,149.9,157.7,164.6,163.6,168.0,173.0,177.1,178.6,179.2,181.3,181.8,185.5,192.9,200.1
PCU3371243371241              ,PCU3371243371241              ,"PPI industry data for Metal household furniture mfg-Metal dining room, and kitchen furniture, incl. padded and plain chairs and stools, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.8,106.2,111.1,115.4,123.0,127.9,128.3,129.2,129.2,130.6,133.7,135.5,137.3,139.8,141.6,141.3,142.0,142.6,143.3,145.5,149.8,155.1,156.9,157.3,161.6,163.7,167.9,169.5,174.8,176.3,154.7,144.7,144.9,151.3,157.0,166.6
PCU3371243371246              ,PCU3371243371246              ,"PPI industry data for Metal household furniture mfg-Metal outdoor and casual furniture, incl. beach, lawn, garden and porch, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,99.6,100.7,105.0,110.4,113.1,115.8,120.3,123.7,127.9,133.8,137.9,141.0,143.5,146.6,149.2,152.9,157.0,155.3,156.0,162.4,172.3,181.1,193.2,205.3,204.8,213.4,225.2,233.9,235.1,245.0,253.5,256.7,259.4,273.4,280.7
PCU3371243371248              ,PCU3371243371248              ,"PPI industry data for Metal household furniture mfg-Other nonupholstered metal household furniture, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.7,100.2,101.5,102.9,104.9,107.1,109.8,111.0,111.3,111.2,112.8,115.7,116.6,115.8,115.1,115.0,114.2,115.3,113.8,114.8,117.1,118.1,119.7,127.6,131.5,128.8,129.9,130.5,131.0,132.4,137.8,141.4,139.4,141.8,145.6,151.8
PCU33712433712481             ,PCU33712433712481             ,"PPI industry data for Metal household furniture mfg-Household metal beds and metal bed frames, including metal army cots and folding cots, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2015-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,101.6,102.4,104.7,109.9,110.6,110.6,,110.6,112.3,112.9,113.9,114.5,115.1,114.6,118.6,121.0,121.4,121.6,126.4,135.0,138.1,138.9,151.6,156.0,148.2,147.9,149.4,149.3,148.8,,,,,,
PCU33712433712482             ,PCU33712433712482             ,"PPI industry data for Metal household furniture mfg-Other nonupholstered metal household furniture, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2016-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.7,100.2,100.2,100.8,97.6,97.8,100.9,103.1,110.0,111.0,116.2,118.2,120.1,118.8,118.0,116.5,114.5,116.0,113.8,113.4,113.3,113.5,116.5,119.9,,126.8,129.5,129.5,130.6,134.2,146.0,,,,,
PCU337124337124M              ,PCU337124337124M              ,"PPI industry data for Metal household furniture mfg-Miscellaneous receipts, not seasonally adjusted",Index base: 2007.06 = 100,2007-M06,2011-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,102.6,102.6,,,,,,,,,,
PCU337124337124P              ,PCU337124337124P              ,"PPI industry data for Metal household furniture mfg-Primary products, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,101.8,104.0,107.0,111.1,114.2,116.3,118.4,119.6,121.2,124.5,127.8,129.7,130.7,131.7,132.4,133.4,135.4,134.2,135.3,139.4,144.1,148.3,156.7,164.0,163.0,167.6,172.6,176.7,178.2,178.7,180.7,180.7,184.1,191.2,199.5
PCU337124337124S              ,PCU337124337124S              ,"PPI industry data for Metal household furniture mfg-Secondary products, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,102.7,105.6,109.2,107.8,113.2,116.3,118.6,120.0,122.8,127.7,129.1,129.5,130.1,131.3,133.7,134.9,137.3,142.5,156.2,161.3,164.2,170.9,180.9,192.0,190.3,199.4,209.6,215.7,,,224.7,231.4,,244.6,247.2
PCU337124337124SS             ,PCU337124337124SS             ,"PPI industry data for Metal household furniture mfg-Secondary products, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,1997-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,102.7,105.6,109.2,107.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCU337125337125               ,PCU337125337125               ,"PPI industry data for Household furniture, except wood or metal, mfg, not seasonally adjusted",Index base: 1985.12 = 100,1985-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.9,99.8,101.8,101.6,104.1,106.5,106.8,106.9,107.9,113.7,111.1,108.1,107.9,108.7,110.4,112.2,113.3,113.2,112.8,118.6,123.3,126.6,133.3,139.6,135.3,137.3,138.0,136.3,138.2,138.0,,,,136.0,135.8
PCU3371253371250              ,PCU3371253371250              ,"PPI industry data for Household furniture, except wood or metal, mfg-Nonupholstered household furniture (except wood and metal), not seasonally adjusted",Index base: 1985.12 = 100,1985-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.1,111.3,117.8,122.6,125.5,133.7,140.8,135.7,137.9,138.8,140.1,143.2,142.9,,,,139.7,138.3
PCU337125337125P              ,PCU337125337125P              ,"PPI industry data for Household furniture, except wood or metal, mfg-Primary products, not seasonally adjusted",Index base: 1985.12 = 100,1985-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,98.6,101.2,101.2,103.8,106.1,106.1,106.2,107.3,113.3,110.2,106.8,106.5,107.3,109.0,110.9,112.2,112.1,111.3,117.8,122.6,125.5,133.7,140.8,135.7,137.9,138.8,140.1,143.2,142.9,,,,139.7,138.3
PCU337127337127               ,PCU337127337127               ,"PPI industry data for Institutional furniture mfg, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6,105.7,110.0,113.8,120.0,124.8,125.0,128.2,131.4,133.6,135.5,139.0,140.8,143.0,144.5,150.9,155.8
PCU3371273371271              ,PCU3371273371271              ,"PPI industry data for Institutional furniture mfg-School furniture (except stone and concrete), excl. library furniture, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,102.4,102.7,106.0,110.6,114.2,120.5,121.2,122.8,124.4,126.3,132.5,137.7,142.4,146.3,147.5,148.9,151.6,154.3,159.4,165.1,172.9,177.5,184.0,196.3,198.4,207.1,217.7,224.9,233.0,237.4,,,,,273.6
PCU3371273371275              ,PCU3371273371275              ,"PPI industry data for Institutional furniture mfg-Public building and related furniture, excl. bar, bowling, cafeteria, restaurant and school, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.6,107.0,109.7,112.5,116.6,119.2,118.8,120.6,124.1,134.3,138.2,142.3,144.5,144.1,144.7,146.0,146.3,145.6,145.2,149.2,155.6,161.7,165.2,178.8,187.9,186.6,191.2,195.8,198.4,200.8,202.5,204.2,207.1,213.5,228.8,230.2
PCU3371273371278              ,PCU3371273371278              ,"PPI industry data for Institutional furniture mfg-Public furniture (bar, bowling center, cafeteria, and restaurant), not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,104.4,108.2,110.9,114.3,114.9,114.8,,118.7,121.8,124.9,139.7,140.0,139.9,133.3,135.3,139.2
PCU337127337127B              ,PCU337127337127B              ,"PPI industry data for Institutional furniture mfg-Other institutional furniture, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,101.7,103.7,105.1,107.1,109.1,112.1,116.4,120.8
