index,Index,Label,unit,start,last,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
PCU447---447---               ,PCU447---447---               ,"PPI industry sub-sector data for Gasoline stations, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2021-M11,105.6,66.8,54.1,51.3,51.0,50.9,74.0,70.3,68.5,71.8,77.4,81.0,86.5,94.1,101.3,106.9,110.9,113.2,113.1,138.5
PCU4471--4471--               ,PCU4471--4471--               ,"PPI industry group data for Gasoline stations, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2021-M11,105.6,66.8,54.1,51.3,51.0,50.9,74.0,70.3,68.5,71.8,77.4,81.0,86.5,94.1,101.3,106.9,110.9,113.2,113.1,138.5
PCU44710-44710-               ,PCU44710-44710-               ,"PPI industry data for Gasoline stations, not seasonally adjusted",Index base: 2001.06 = 100,2001-M06,2021-M11,105.6,66.8,54.1,51.3,51.0,50.9,74.0,70.3,68.5,71.8,77.4,81.0,86.5,94.1,101.3,106.9,110.9,113.2,113.1,138.5
PCU447100447100               ,PCU447100447100               ,"PPI industry data for Gasoline stations, not seasonally adjusted",Index base: 2019.05 = 100,2001-M06,2021-M11,93.8,59.3,48.1,45.6,45.3,45.2,65.7,62.5,60.8,63.8,68.8,72.0,76.8,83.5,90.0,94.9,98.5,100.5,100.4,123.1
PCU4471004471001              ,PCU4471004471001              ,"PPI industry data for Gasoline stations-Gasoline station services, not seasonally adjusted",Index base: 2019.05 = 100,2019-M05,2021-M11,,,,,,,,,,,,,,,,,,,,124.1
PCU44710044710011             ,PCU44710044710011             ,"PPI industry data for Gasoline stations-Retailing of automotive fuels and lubricants, not seasonally adjusted",Index base: 2019.05 = 100,2019-M05,2021-M11,,,,,,,,,,,,,,,,,,,,142.5
PCU44710044710012             ,PCU44710044710012             ,"PPI industry data for Gasoline stations-Retailing of all other goods, sales of prepared foods, and repair services, not seasonally adjusted",Index base: 2012.12 = 100,2012-M12,2021-M11,,,,,,,,,,,,,,102.6,108.5,111.4,113.9,109.2,104.9,107.2
PCU447100447100P              ,PCU447100447100P              ,"PPI industry data for Gasoline stations-Primary products, not seasonally adjusted",Index base: 2019.05 = 100,2019-M05,2021-M11,,,,,,,,,,,,,,,,,,,,124.1
