index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
PCU312111312111P              ,PCU312111312111P              ,"PPI industry data for Soft drink manufacturing-Primary products, not seasonally adjusted",Index base: 1981.06 = 100,1926-M01,2022-M01,17.5,17.5,17.5,17.5,17.5,16.3,15.4,15.1,15.1,15.2,14.0,13.6,13.6,13.6,13.6,13.6,13.6,14.0,14.0,14.0,14.4,15.6,15.7,15.7,16.0,18.8,18.8,19.2,22.3,23.2,23.3,23.4,23.4,26.3,26.9,27.5,28.5,29.9,31.0,31.3,31.8,32.9,35.3,37.7,39.7,40.9,41.6,41.3,49.2,61.2,61.5,65.1,69.6,74.7,85.8,100.5,104.8,107.6,111.5,112.5,114.6,117.1,119.5,123.1,128.0,131.4,132.0,133.2,134.8,140.6,141.6,140.6,142.4,145.8,152.4,156.9,160.3,162.1,166.0,168.7,172.8,177.2,186.6,194.6,197.3,200.9,207.1,208.5,210.3,214.0,226.2,224.4,227.6,237.3,242.9,254.321
PCU312111312111S              ,PCU312111312111S              ,"PPI industry data for Soft drink manufacturing-Secondary products, not seasonally adjusted",Index base: 1981.06 = 100,1981-M06,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.2,107.7,108.2,108.4,110.2,113.8,114.5,,,,,,,156.2,,170.6,176.1,179.6,182.0,,,195.5,191.4,197.6,208.5,213.1,225.1,230.6,240.6,238.0,243.8,242.5,243.8,252.0,253.3,249.7,252.2,259.3,262.1,271.73
PCU312112312112               ,PCU312112312112               ,"PPI industry data for Bottled water manufacturing, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,101.5,101.8,99.4,98.9,97.0,91.2,92.0,94.7,93.8,93.7,89.3,88.0,83.8,83.1,83.9,85.6,89.215
PCU3121123121120              ,PCU3121123121120              ,"PPI industry data for Bottled water manufacturing-Bottled water, not seasonally adjusted",Index base: 2000.12 = 100,2000-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,99.5,98.6,99.0,100.0,100.4,97.6,97.0,94.8,88.3,89.1,91.8,91.0,90.7,86.1,84.8,80.5,79.8,80.5,82.3,85.916
PCU312112312112M              ,PCU312112312112M              ,"PPI industry data for Bottled water manufacturing-Miscellaneous receipts, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2,106.738
PCU312112312112P              ,PCU312112312112P              ,"PPI industry data for Bottled water manufacturing-Primary products, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,101.9,102.2,99.4,98.8,96.6,90.0,90.7,93.5,92.7,92.3,87.7,86.4,82.0,81.2,82.0,83.8,87.503
PCU312112312112S2             ,PCU312112312112S2             ,"PPI industry data for Bottled water manufacturing-Secondary products, not seasonally adjusted",Index base: 2018.09 = 100,2018-M09,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.6,98.1,103.494
PCU312113312113               ,PCU312113312113               ,"PPI industry data for Ice manufacturing, not seasonally adjusted",Index base: 1985.12 = 100,1985-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,102.1,105.5,109.4,118.1,121.3,122.4,125.0,127.5,128.4,129.4,129.5,131.2,133.4,136.2,139.6,146.0,151.6,163.7,167.8,175.1,179.4,182.8,189.3,195.8,200.9,204.9,203.4,206.4,211.5,212.8,213.2,216.3,224.6,226.3,229.157
PCU3121133121130              ,PCU3121133121130              ,"PPI industry data for Ice manufacturing-Ice, manufactured (cubed, crushed, etc.), including can or block, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2,106.9,111.6,114.5,116.7,121.0,125.2,128.6,131.2,130.2,132.2,135.5,136.4,136.6,138.7,144.2,145.3,147.201
PCU312113312113M              ,PCU312113312113M              ,"PPI industry data for Ice manufacturing-Miscellaneous receipts, not seasonally adjusted",Index base: 1998.08 = 100,1998-M08,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,102.1,103.4,103.5,103.7,,,,104.4,104.4,104.4,,,,,,108.6,117.277
PCU312113312113P              ,PCU312113312113P              ,"PPI industry data for Ice manufacturing-Primary products, not seasonally adjusted",Index base: 1985.12 = 100,1985-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,101.3,102.7,106.1,111.8,113.9,114.8,117.6,120.2,120.7,121.7,121.8,123.4,125.5,128.3,131.6,138.0,143.6,155.6,159.5,166.6,170.9,174.2,180.5,186.9,191.9,195.8,194.3,197.3,202.3,203.6,204.0,207.1,215.3,216.9,219.725
PCU31212-31212-               ,PCU31212-31212-               ,"PPI industry data for Breweries, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,105.6,105.6,104.0,108.7,114.4,118.1,122.7,127.7,130.7,133.4,135.4,136.4,138.2,139.6,140.7,141.8,142.616
PCU312120312120               ,PCU312120312120               ,"PPI industry data for Breweries, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2,107.8,110.0,112.9,112.4,113.2,115.4,115.2,121.3,123.6,122.3,119.9,124.0,127.7,128.0,128.1,131.4,136.1,140.5,142.7,145.8,151.9,158.4,158.4,156.0,163.0,,177.2,184.1,191.6,196.1,200.1,203.1,204.5,207.4,209.4,211.0,212.7,213.941
PCU3121203121201              ,PCU3121203121201              ,"PPI industry data for Breweries-Canned beer and ale case goods, not seasonally adjusted",Index base: 1982.06 = 100,1975-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.8,71.2,75.2,82.5,89.6,,99.2,105.5,109.2,111.3,113.6,114.7,116.2,119.1,121.0,126.5,128.9,126.6,127.4,130.4,133.7,131.9,131.1,135.0,141.5,145.8,148.2,,161.6,171.4,169.5,164.4,172.1,180.5,187.9,194.8,203.7,209.9,216.3,216.7,216.6,218.0,219.9,220.5,222.0,221.32
PCU3121203121205              ,PCU3121203121205              ,"PPI industry data for Breweries-Bottled beer and ale case goods, not seasonally adjusted",Index base: 1982.06 = 100,1947-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,35.4,37.8,38.0,38.8,41.1,43.5,44.4,46.3,46.3,46.9,47.9,48.1,48.6,48.5,48.8,48.9,49.2,49.4,49.4,49.7,50.7,51.6,53.0,54.9,57.8,58.0,58.3,64.2,71.6,73.5,75.0,78.6,85.5,92.8,98.0,99.3,103.6,107.3,110.9,113.9,110.6,109.4,110.2,107.4,114.9,117.4,117.8,109.6,114.6,117.5,120.7,121.6,122.6,124.4,129.1,129.6,131.3,132.4,134.2,136.0,135.3,140.8,148.5,151.4,158.4,164.2,167.6,170.1,174.2,175.4,177.6,179.6,182.2,183.6,186.681
PCU3121203121207              ,PCU3121203121207              ,"PPI industry data for Breweries-Beer and ale in barrels and kegs, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,116.6,113.6,125.7,139.2,140.8,144.6,148.4,151.6,156.2,163.9,172.3,174.5,181.9,185.8,192.9,202.7,219.0,229.0,236.4,246.9,259.5,269.3,276.7,281.6,286.0,291.0,293.4,297.7,300.322
PCU3121203121209              ,PCU3121203121209              ,"PPI industry data for Breweries-All other malt beverages and brewing products, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,104.5,102.7,103.8,99.5,99.6,102.5,104.7,111.5,113.1,114.0,113.7,117.4,119.2,125.7,128.9,137.7,141.6,145.7,157.9,168.2,170.4,175.2,178.2,186.0,194.4,198.9,199.3,199.7,199.5,165.2,156.3,151.6,151.4,155.1,158.1,160.0,162.4,166.573
PCU312120312120M              ,PCU312120312120M              ,"PPI industry data for Breweries-Miscellaneous receipts, not seasonally adjusted",Index base: 2002.12 = 100,2002-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,99.8,102.2,105.7,119.8,,122.2,124.4,126.9,129.0,129.8,131.5,131.5,131.5,131.5,131.5,131.5,132.333
PCU312120312120P              ,PCU312120312120P              ,"PPI industry data for Breweries-Primary products, not seasonally adjusted",Index base: 1982.06 = 100,1982-M06,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.2,107.8,110.0,112.9,112.4,113.2,115.4,115.2,121.3,123.6,122.3,119.9,124.0,127.7,128.0,128.2,131.4,136.1,140.5,142.7,145.9,152.0,158.5,158.5,156.0,163.0,171.6,177.2,184.1,191.8,196.6,201.4,203.7,204.4,206.4,208.6,210.2,211.9,213.099
PCU312120312120S              ,PCU312120312120S              ,"PPI industry data for Breweries-Secondary products, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2020-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1,121.3,119.9,125.7,130.6,137.1,138.5,140.7,,
PCU31213-31213-               ,PCU31213-31213-               ,"PPI industry data for Wineries, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,104.2,109.8,112.0,114.6,116.8,116.4,116.7,118.3,120.2,120.1,120.5,121.6,123.9,124.2,124.6,128.3,129.743
PCU312130312130               ,PCU312130312130               ,"PPI industry data for Wineries, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.6,100.5,102.6,104.5,108.7,113.1,116.9,118.9,119.6,119.8,120.6,126.3,135.8,136.5,138.7,139.9,141.3,141.7,140.8,140.0,144.8,152.7,155.7,159.3,162.3,161.7,162.2,164.4,167.1,167.0,167.5,169.0,172.2,172.7,173.1,178.2,180.297
PCU3121303121300              ,PCU3121303121300              ,"PPI industry data for Wineries-Wines, brandy, and brandy spirits, not seasonally adjusted",Index base: 1998.12 = 100,1998-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,102.1,103.1,103.3,102.7,102.2,105.8,111.6,113.7,116.4,118.7,118.3,118.7,119.9,121.1,121.4,122.0,123.4,126.0,126.0,126.3,130.1,131.79
PCU31213031213008             ,PCU31213031213008             ,"PPI industry data for Wineries-Wines, white, red & rose grape, and other fruit, 14 percent or less alcohol, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,102.3,103.4,103.3,104.2,105.7,105.7,106.0,106.6,107.206
PCU3121303121300811           ,PCU3121303121300811           ,"PPI industry data for Wineries-Wines, white grape, 14 percent or less alcohol content, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.7,96.2,95.8,97.3,99.2,104.2,106.3,109.9,112.6,113.6,112.6,114.5,122.0,129.7,129.8,130.2,131.2,134.4,134.7,132.6,128.6,130.8,134.9,136.6,140.4,146.7,145.2,145.4,,,,149.7,150.0,150.3,149.8,150.4,151.2,152.643
PCU3121303121300821           ,PCU3121303121300821           ,"PPI industry data for Wineries-Wines, red grape, 14 percent or less alcohol content, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,104.2,106.9,110.0,112.2,112.5,114.2,119.5,121.6,126.2,126.8,127.1,138.3,166.2,175.0,176.6,177.9,179.8,182.1,178.9,178.1,184.8,191.1,192.5,195.8,196.1,194.8,195.1,,,,199.1,201.6,206.3,206.8,206.1,207.5,208.056
PCU3121303121300831           ,PCU3121303121300831           ,"PPI industry data for Wineries-Wines, rose grape & other fruits & berries, 14 percent or less alcohol, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.1,127.8,132.9,132.4,136.8,137.5,137.59
PCU31213031213009             ,PCU31213031213009             ,"PPI industry data for Wineries-Wines, dessert, effervescent, and wine coolers, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,100.7,101.4,101.7,105.1,117.1,117.4,117.5,119.5,120.927
PCU3121303121300911           ,PCU3121303121300911           ,"PPI industry data for Wineries-Wines, dessert, excluding specialties, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2015-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.9,,,,,,
PCU3121303121300921           ,PCU3121303121300921           ,"PPI industry data for Wineries-Wines, effervescent, including sparkling (carbonated), wine coolers, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2021-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,104.1,118.1,118.4,118.4,120.9,122.668
PCU3121303121300B             ,PCU3121303121300B             ,"PPI industry data for Wineries-Other wines, brandy, and brandy spirits, not seasonally adjusted",Index base: 2006.06 = 100,2006-M06,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,104.0,104.9,105.4,106.3,106.2,107.3,103.1,106.8,107.8,106.6,106.4,106.4,120.0,124.928
PCU312130312130M              ,PCU312130312130M              ,"PPI industry data for Wineries-Miscellaneous receipts, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.6,,,,124.2,126.8,127.7,128.1,128.9,129.5,130.3,131.0,134.9,135.4,134.8,135.0,133.9,140.4,155.8,149.8,145.2,143.3,139.1,146.3,147.0,151.4,149.187
PCU312130312130P              ,PCU312130312130P              ,"PPI industry data for Wineries-Primary products, not seasonally adjusted",Index base: 1983.12 = 100,1983-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.5,99.7,101.9,104.5,109.2,114.9,118.6,121.3,122.6,122.3,123.2,130.0,141.0,140.3,141.7,142.9,144.4,144.7,143.8,143.1,148.2,156.3,159.2,163.0,166.2,165.6,166.2,167.9,169.6,169.9,170.9,172.8,176.5,176.5,176.9,182.1,184.566
PCU31214-31214-               ,PCU31214-31214-               ,"PPI industry data for Distilleries, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.6,101.9,106.5,113.7,114.5,112.9,116.1,117.4,118.7,119.0,119.4,119.7,120.4,121.8,122.2,118.5,102.271
PCU312140312140               ,PCU312140312140               ,"PPI industry data for Distilleries, not seasonally adjusted",Index base: 1983.06 = 100,1975-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6,70.2,74.2,79.1,85.6,93.7,97.5,99.3,100.2,101.5,104.4,105.9,107.9,114.0,121.4,132.3,135.0,138.3,140.4,145.0,149.1,152.0,152.3,149.5,153.5,165.1,164.9,165.1,164.7,165.5,167.8,175.3,187.2,188.5,185.9,191.1,193.2,195.3,195.9,196.5,197.1,198.1,200.5,201.1,195.0,168.312
PCU3121403121402              ,PCU3121403121402              ,"PPI industry data for Distilleries-Distilled liquor, excluding brandy, not seasonally adjusted",Index base: 1998.07 = 100,1998-M07,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,99.0,100.1,100.5,101.6,104.2,104.5,97.6,72.221
PCU31214031214022             ,PCU31214031214022             ,"PPI industry data for Distilleries-Distilled whiskey, all other distilled liquor, excluding brandy, not seasonally adjusted",Index base: 2011.12 = 100,2011-M12,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1,105.8,107.0,107.3,108.5,111.3,111.7,111.8,114.755
PCU3121403121405              ,PCU3121403121405              ,"PPI industry data for Distilleries-Bottled liquor, excluding brandy, not seasonally adjusted",Index base: 1983.06 = 100,1967-M01,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7,53.7,53.7,55.4,56.1,56.0,56.7,57.5,65.5,69.8,70.4,74.4,79.2,85.7,93.8,97.4,,100.2,101.8,104.9,106.6,108.5,114.6,122.3,134.0,136.3,139.9,141.9,147.3,150.1,153.3,154.0,155.7,161.7,175.7,175.0,175.1,174.4,175.5,177.2,181.0,186.1,189.7,189.3,190.4,192.1,192.6,192.3,192.4,192.9,193.5,194.6,195.4,197.2,194.97
PCU3121403121405B             ,PCU3121403121405B             ,"PPI industry data for Distilleries-Bottled whiskey, not seasonally adjusted",Index base: 2012.06 = 100,2012-M06,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.4,100.6,100.4,99.9,99.9,100.4,101.8,103.032
PCU3121403121405C             ,PCU3121403121405C             ,"PPI industry data for Distilleries-Bottled gin, vodka, rum, cordials, cocktails, and similiar compounds, not seasonally adjusted",Index base: 2012.06 = 100,2012-M06,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,101.6,101.9,101.7,101.9,103.7,103.8,103.3,99.278
PCU3121403121405D             ,PCU3121403121405D             ,"PPI industry data for Distilleries-All other bottled liquor, excluding brandy, not seasonally adjusted",Index base: 2012.06 = 100,2012-M06,2020-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,98.2,97.5,99.4,101.3,101.8,102.9,,
PCU312140312140M              ,PCU312140312140M              ,"PPI industry data for Distilleries-Miscellaneous receipts, not seasonally adjusted",Index base: 1983.08 = 100,1983-M08,2022-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,101.9,105.2,109.1,114.1,126.5,132.6,134.3,136.2,138.5,139.6,141.1,141.7,143.8,144.2,147.8,149.3,150.0,150.7,151.7,,,,,,,,,,,,,,,,180.753
