index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
PCU3241103241109              ,PCU3241103241109              ,"PPI industry data for Petroleum refineries-Asphalt, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2,82.7,95.1,147.7,146.7,232.9,181.1,224.4,246.5,281.8,254.3,269.6,190.8,126.9,161.1,215.3,219.2,160.2
PCU324110324110B              ,PCU324110324110B              ,"PPI industry data for Petroleum refineries-Kerosene, except jet fuel, not seasonally adjusted",Index base: 1985.06 = 100,1973-M02,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,37.0,40.0,46.1,48.2,69.6,103.6,129.0,124.2,110.4,110.2,102.6,64.4,65.8,59.3,69.0,88.0,77.6,71.4,68.7,65.8,63.9,78.7,69.8,50.5,59.8,102.6,,,106.3,137.0,194.8,233.3,277.5,381.2,238.8,305.7,408.0,413.4,398.3,372.2,217.4,177.4,215.9,277.9,252.8,165.7
PCU324110324110C              ,PCU324110324110C              ,"PPI industry data for Petroleum refineries-Light fuel oils, not seasonally adjusted",Index base: 1985.06 = 100,1947-M01,2021-M11,8.2,11.3,9.6,10.0,10.8,10.9,11.3,11.4,11.7,12.3,12.9,11.9,12.0,11.3,11.9,11.7,11.8,10.8,11.5,11.7,12.5,12.8,12.8,13.3,13.8,14.0,17.5,34.1,38.8,42.2,48.2,49.9,71.9,106.6,132.6,126.9,111.5,110.4,103.0,62.6,70.3,62.7,74.0,93.1,82.6,78.1,75.8,70.9,71.8,88.0,81.6,60.3,71.7,117.7,105.9,96.9,124.2,158.2,233.4,268.4,290.2,399.2,219.4,282.2,382.3,394.8,384.2,362.1,220.1,173.1,223.3,296.2,265.4,208.4
PCU324110324110C1             ,PCU324110324110C1             ,"PPI industry data for Petroleum refineries-Home heating oil and other distillates, NEC, not seasonally adjusted",Index base: 1985.06 = 100,1973-M02,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,38.6,41.9,48.1,50.0,72.3,106.1,133.5,128.1,112.5,111.9,104.6,64.7,71.7,63.4,74.3,93.9,83.6,79.0,75.8,71.8,72.6,89.1,83.1,61.6,71.8,119.8,108.1,96.1,122.1,154.6,228.6,265.8,286.6,391.1,208.6,266.1,358.0,365.1,353.7,332.0,206.3,157.6,199.9,261.2,239.1,155.0
PCU324110324110C2             ,PCU324110324110C2             ,"PPI industry data for Petroleum refineries-Diesel fuel, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8,69.4,62.2,73.7,92.7,82.1,77.5,75.8,70.1,71.3,87.6,80.7,59.3,71.7,116.7,104.4,97.5,125.8,160.5,236.7,271.6,294.8,406.7,226.0,291.6,395.8,408.2,397.7,375.0,227.1,179.6,232.4,309.6,277.1,219.9
PCU324110324110E              ,PCU324110324110E              ,"PPI industry data for Petroleum refineries-Heavy fuel oils, including No. 5, No. 6, heavy diesel, gas enrichment oils, etc., not seasonally adjusted",Index base: 1985.06 = 100,1947-M01,2021-M11,10.5,14.0,8.3,9.7,10.9,9.8,9.6,10.2,11.5,13.1,15.5,12.3,11.5,12.3,12.7,12.5,12.0,11.7,12.0,11.7,11.2,10.7,10.4,14.0,18.6,17.8,21.3,54.3,55.4,50.6,58.4,55.7,76.5,107.5,138.5,132.2,118.4,125.2,109.9,59.0,70.3,54.6,63.2,76.8,65.2,61.0,65.8,64.6,70.6,81.0,80.9,59.3,70.2,113.6,98.8,102.6,137.8,136.4,202.8,219.4,236.1,312.8,213.2,289.3,377.8,387.8,368.9,339.1,178.1,134.2,200.4,248.6,199.7,143.5
PCU324110324110J              ,PCU324110324110J              ,"PPI industry data for Petroleum refineries-Unfinished oils and lubricating oil base stock, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.2,547.7,563.7,517.0,474.3,282.2,240.8,288.8,333.7,330.9,256.1
PCU324110324110P              ,PCU324110324110P              ,"PPI industry data for Petroleum refineries-Primary products, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,68.9,65.6,73.6,90.0,81.5,79.0,76.3,73.3,75.8,86.2,84.0,63.3,74.4,112.4,103.6,97.6,122.7,153.4,207.9,244.0,270.3,342.5,219.7,294.2,393.1,397.5,379.7,358.2,225.8,179.5,222.1,275.9,245.1,179.2
PCU324110324110R              ,PCU324110324110R              ,"PPI industry data for Petroleum refineries-Liquefied refinery gases, including other aliphatics (feed stock and other uses), not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,111.5,115.4,111.5,152.3,144.6,164.9,165.5,185.3,224.9,202.4,219.1,158.5,179.1,271.5,231.1,240.8,357.8,458.3,545.9,644.4,764.7,920.8,543.3,819.0,1007.6,725.2,747.8,806.5,421.8,357.6,512.1,661.8,405.9,351.7
PCU324110324110T              ,PCU324110324110T              ,"PPI industry data for Petroleum refineries-Other finished petroleum products, including waxes, not seasonally adjusted",Index base: 1985.06 = 100,1985-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.5,77.6,78.8,88.0,95.2,85.6,76.0,69.1,71.4,67.0,69.7,73.3,60.8,63.7,90.3,72.6,,,,,,,,,479.6,730.0,648.6,,,,236.4,326.2,427.0,261.9,213.7
PCU32412-32412-               ,PCU32412-32412-               ,"PPI industry data for Asphalt paving and roofing materials mfg, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,96.0,92.5,94.1,93.5,94.3,96.1,94.0,95.0,94.9,98.1,99.4,102.2,102.0,102.8,113.5,116.9,119.7,125.1,127.1,138.6,164.8,174.2,213.5,229.9,235.7,248.6,258.1,261.2,262.0,256.7,247.9,247.2,262.5,271.4,269.7
PCU324121324121               ,PCU324121324121               ,"PPI industry data for Asphalt paving mixture & block manufacturing, not seasonally adjusted",Index base: 1981.06 = 100,1975-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.3,54.1,59.0,67.7,86.4,97.9,99.0,100.8,105.0,109.4,104.2,101.7,103.3,101.5,101.9,104.1,101.6,103.1,104.2,106.8,108.5,114.1,114.0,116.0,134.8,138.6,141.0,147.1,149.9,162.3,203.7,221.6,269.1,271.2,282.1,298.5,318.1,319.1,325.4,315.8,298.7,298.1,318.0,327.4,318.7
PCU3241213241210              ,PCU3241213241210              ,"PPI industry data for Asphalt paving mixture & block manufacturing-Asphalt paving mixtures & blocks, not seasonally adjusted",Index base: 1981.06 = 100,1981-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,100.8,105.0,109.7,104.6,102.0,104.0,102.2,102.4,104.5,101.7,103.2,104.3,106.8,108.6,114.2,113.6,114.0,131.6,135.9,137.5,144.0,146.3,158.4,202.4,221.0,270.4,272.2,283.9,300.9,321.4,322.5,328.4,317.8,299.1,298.0,318.4,327.7,317.6
PCU3241213241210111           ,PCU3241213241210111           ,"PPI industry data for Asphalt paving mixture & block manufacturing-Emulsified asphalt, including liquid additives, not seasonally adjusted",Index base: 2004.12 = 100,2004-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9,139.0,151.1,177.3,182.2,196.6,217.0,238.4,241.5,240.6,225.9,195.8,196.4,212.7,213.1,193.1
PCU3241213241210121           ,PCU3241213241210121           ,"PPI industry data for Asphalt paving mixture & block manufacturing-Other liquid asphalt and tar paving materials, including cut-backs, not seasonally adjusted",Index base: 2004.12 = 100,2004-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,160.6,175.4,239.7,208.2,240.5,261.2,289.7,292.0,298.3,263.7,229.4,231.1,258.9,271.7,256.6
PCU3241213241210131           ,PCU3241213241210131           ,"PPI industry data for Asphalt paving mixture & block manufacturing-Asphalt and tar paving mixt. (excl liquid), incl bitum. or asph. concrete, asph. paving cement, not seasonally adjusted",Index base: 2004.12 = 100,2004-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3,131.7,143.3,175.6,178.0,182.6,191.2,201.8,201.5,206.5,203.8,197.7,196.2,208.4,216.7,216.4
PCU3241213241210141           ,PCU3241213241210141           ,"PPI industry data for Asphalt paving mixture & block manufacturing-Other asphaltic paving mixtures, excluding brick, concrete, granite, or stone, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2021-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,101.1,106.0,,,,,110.9,117.0,120.2,120.2
PCU324121324121M              ,PCU324121324121M              ,"PPI industry data for Asphalt paving mixture & block manufacturing-Miscellaneous receipts, not seasonally adjusted",Index base: 2004.12 = 100,2004-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9,115.5,116.9,124.9,127.0,,130.1,135.7,134.5,141.5,,,,150.9,157.6,164.1
PCU324121324121MM             ,PCU324121324121MM             ,"PPI industry data for Asphalt paving mixture & block manufacturing-Miscellaneous receipts, not seasonally adjusted",Index base: 1981.06 = 100,1981-M06,1995-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.8,,,,,,,,,83.4,83.5,83.5,83.5,86.2,,,,,,,,,,,,,,,,,,,,,,,,,
PCU324121324121P              ,PCU324121324121P              ,"PPI industry data for Asphalt paving mixture & block manufacturing-Primary products, not seasonally adjusted",Index base: 1981.06 = 100,1981-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.8,100.8,105.0,109.7,104.6,102.0,104.0,102.2,102.4,104.5,101.7,103.2,104.3,106.8,108.6,114.2,113.6,114.0,131.6,135.9,137.5,144.0,146.3,158.4,202.4,221.0,270.4,272.2,283.9,300.9,321.4,322.5,328.4,317.8,299.1,298.0,318.4,327.7,317.6
PCU324121324121S              ,PCU324121324121S              ,"PPI industry data for Asphalt paving mixture & block manufacturing-Secondary products, not seasonally adjusted",Index base: 1981.06 = 100,1981-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.1,109.4,113.0,116.4,120.3,123.4,119.4,116.5,120.2,123.2,122.7,125.4,127.7,131.6,132.2,140.6,146.0,147.1,149.2,154.0,167.0,169.4,176.9,190.2,208.8,233.4,255.5,261.6,262.1,269.0,272.2,276.1,283.1,,293.8,292.0,304.4,,
PCU324122324122               ,PCU324122324122               ,"PPI industry data for Asphalt shingle and coating materials manufacturing, not seasonally adjusted",Index base: 1984.06 = 100,1975-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9,64.9,74.8,83.2,101.2,103.3,101.3,97.4,101.4,104.3,99.8,95.0,97.0,97.7,98.8,100.6,98.7,99.3,98.0,102.2,103.3,103.8,103.6,103.4,108.0,111.4,114.9,120.3,121.6,133.9,147.5,149.2,185.4,219.2,220.4,231.4,232.2,237.7,233.3,231.5,229.6,228.7,242.0,251.5,255.8
PCU3241223241221              ,PCU3241223241221              ,"PPI industry data for Asphalt shingle and coating materials manufacturing-Roofing asphalts and pitches, coatings, and cements, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,92.6,85.8,87.6,87.8,93.8,97.4,95.1,95.2,96.5,99.6,102.3,106.3,108.1,109.2,113.7,117.7,121.1,134.7,139.2,146.8,168.0,160.3,220.6,212.1,215.0,240.5,258.6,247.5,246.2,242.1,238.0,235.9,251.2,255.1,252.9
PCU3241223241222              ,PCU3241223241222              ,"PPI industry data for Asphalt shingle and coating materials manufacturing-Prepared asphalt and tar roofing and siding products, incl. saturated felts for nonbuilding use, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9,101.3,95.9,98.0,98.7,99.1,99.7,97.5,98.1,96.0,101.1,100.9,100.0,99.4,98.9,103.9,107.2,110.5,114.7,115.5,129.7,142.2,145.0,178.9,220.8,221.6,229.5,225.6,234.4,228.8,227.6,226.2,225.3,238.8,249.2,254.5
PCU324122324122M              ,PCU324122324122M              ,"PPI industry data for Asphalt shingle and coating materials manufacturing-Miscellaneous receipts, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,2019-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3,99.2,101.8,100.3,111.2,114.3,,,,,,,,,,145.6,155.9,166.7,168.5,177.2,192.3,,195.4,193.5,192.4,193.6,,,
PCU324122324122P              ,PCU324122324122P              ,"PPI industry data for Asphalt shingle and coating materials manufacturing-Primary products, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4,100.3,95.0,97.0,97.6,99.1,100.4,98.4,99.0,97.4,102.1,102.4,102.3,102.1,101.9,106.8,110.3,113.6,119.2,120.6,134.0,147.9,149.2,187.6,222.3,223.4,234.1,233.5,239.5,234.5,232.8,230.9,229.9,243.8,253.4,257.7
PCU324122324122S              ,PCU324122324122S              ,"PPI industry data for Asphalt shingle and coating materials manufacturing-Secondary products, not seasonally adjusted",Index base: 1984.06 = 100,1984-M06,2020-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,97.4,94.8,96.7,98.2,97.0,101.3,101.4,102.2,101.5,100.1,107.6,119.3,116.9,117.1,118.4,118.7,118.0,118.4,,124.1,138.4,143.8,152.6,185.1,186.1,206.3,,216.2,218.0,213.9,207.6,207.6,200.7,198.0,
PCU324122324122SS             ,PCU324122324122SS             ,"PPI industry data for Asphalt shingle and coating materials manufacturing-Secondary products, not seasonally adjusted",Index base: 1991.12 = 100,1991-M12,1998-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,101.5,100.8,99.3,106.8,118.5,,,,,,,,,,,,,,,,,,,,,,,
PCU32419-32419-               ,PCU32419-32419-               ,"PPI industry data for Other petroleum and coal products mfg, not seasonally adjusted",Index base: 1984.12 = 100,1984-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,99.9,98.6,104.3,114.4,123.6,131.1,128.4,129.9,130.6,136.3,140.9,142.0,142.5,142.1,150.3,159.3,160.5,165.3,172.0,197.8,238.3,253.5,320.2,313.4,323.7,385.7,406.7,391.1,385.9,372.7,355.2,362.4,398.5,419.5,414.0
PCU324191324191               ,PCU324191324191               ,"PPI industry data for Petroleum lubricating oil and grease mfg., not seasonally adjusted",Index base: 1980.12 = 100,1980-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6,106.4,106.8,112.3,113.0,112.7,112.0,120.9,126.8,134.6,147.8,147.9,149.4,151.7,157.5,158.4,159.3,159.9,161.2,172.3,183.3,185.5,191.5,199.4,231.2,284.5,304.8,356.6,355.8,363.4,428.5,448.8,433.1,433.2,419.8,409.1,418.2,448.0,462.7,465.1
PCU3241913241910              ,PCU3241913241910              ,"PPI industry data for Petroleum lubricating oil and grease mfg.-Petroleum lubricating oils and greases, refined petroleum, not seasonally adjusted",Index base: 1980.12 = 100,1974-M04,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2,55.0,54.0,58.2,62.8,73.9,95.1,104.5,106.5,107.1,113.4,114.3,112.9,111.2,120.5,126.4,136.3,149.7,149.4,151.2,153.6,159.8,160.5,161.3,161.9,163.3,174.8,185.7,188.0,194.1,201.8,236.0,293.8,315.9,371.7,370.5,378.2,448.8,470.4,452.7,452.4,437.9,426.0,435.5,468.3,484.4,487.0
PCU324191324191011            ,PCU324191324191011            ,"PPI industry data for Petroleum lubricating oil and grease mfg.-Lubricating oils (incl. hydraulic fluids, etc.), refined petroleum, not seasonally adjusted",Index base: 1980.12 = 100,1980-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.4,106.4,107.1,114.0,115.2,113.8,112.1,122.3,128.2,138.8,153.0,152.3,153.8,155.3,161.6,162.1,162.8,163.4,164.9,176.4,187.5,189.5,195.8,204.1,240.3,300.3,322.0,380.4,375.6,383.6,459.9,482.7,463.4,462.9,447.4,434.6,444.4,478.9,496.8,499.3
PCU324191324191012            ,PCU324191324191012            ,"PPI industry data for Petroleum lubricating oil and grease mfg.-Lubricating greases, made from refined petroleum, not seasonally adjusted",Index base: 1980.12 = 100,1980-M12,2021-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,107.2,107.0,109.9,108.2,107.4,105.7,109.1,114.2,120.5,129.5,131.6,134.3,142.3,147.3,150.4,152.0,152.4,153.9,164.9,174.7,180.2,183.7,185.9,199.8,237.3,263.6,300.1,322.2,328.4,358.7,373.8,372.1,374.3,369.6,366.2,373.3,392.7,397.0,400.1
PCU324191324191M              ,PCU324191324191M              ,"PPI industry data for Petroleum lubricating oil and grease mfg.-Miscellaneous receipts, not seasonally adjusted",Index base: 1980.12 = 100,1980-M12,2017-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.3,,,,,,,180.6,184.6,191.9,205.1,209.8,231.7,247.1,252.8,,,,,,,,,,
PCU324191324191MM             ,PCU324191324191MM             ,"PPI industry data for Petroleum lubricating oil and grease mfg.-Miscellaneous receipts, not seasonally adjusted",Index base: 1980.12 = 100,1980-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.3,,,,,,,180.6,,,,,,,,,,,,,,,,,
PCU324191324191P              ,PCU324191324191P              ,"PPI industry data for Petroleum lubricating oil and grease mfg.-Primary products, not seasonally adjusted",Index base: 1980.12 = 100,1974-M04,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2,55.0,54.0,58.2,62.8,73.9,95.1,104.5,106.5,107.1,113.4,114.3,112.9,111.2,120.5,126.4,136.3,149.7,149.4,151.2,153.6,159.8,160.5,161.3,161.9,163.3,174.8,185.7,188.0,194.1,201.8,236.0,293.8,315.9,371.7,370.5,378.2,448.8,470.4,452.7,452.4,437.9,426.0,435.5,468.3,484.4,487.0
PCU324191324191S              ,PCU324191324191S              ,"PPI industry data for Petroleum lubricating oil and grease mfg.-Secondary products, not seasonally adjusted",Index base: 1980.12 = 100,1980-M12,2021-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.5,110.8,110.5,112.7,127.9,140.9,122.2,120.3,116.1,114.0,117.3,123.7,127.8,129.9,130.0,130.0,139.6,151.5,152.8,158.8,170.3,186.2,207.7,216.4,231.5,229.1,235.8,257.0,270.5,278.2,277.9,277.4,,289.6,297.7,303.0,305.6
PCU324199324199               ,PCU324199324199               ,"PPI industry data for All other petroleum and coal products mfg., not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.9,114.4,123.9,127.0,209.2,191.7,206.7,256.7,273.5,260.6,248.3,237.6,213.0,216.0,263.5,297.8,274.4
PCU3241993241993              ,PCU3241993241993              ,"PPI industry data for All other petroleum and coal products mfg.-Coke oven and blast furnace products, made in coke oven establishments, not seasonally adjusted",Index base: 2009.12 = 100,2009-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2,134.5,159.4,161.0,154.4,145.9,133.9,128.3,136.0,154.3,155.8
PCU3241993241999              ,PCU3241993241999              ,"PPI industry data for All other petroleum and coal products mfg.-All other petroleum and coal products (excl. coke oven products), made in coke oven estab., not seasonally adjusted",Index base: 2002.12 = 100,2002-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,105.0,117.6,127.2,130.4,220.2,200.7,220.0,278.4,274.6,246.7,232.8,225.4,196.5,209.8,296.9,338.0,287.1
PCU324199324199P              ,PCU324199324199P              ,"PPI industry data for All other petroleum and coal products mfg.-Primary products, not seasonally adjusted",Index base: 2003.12 = 100,2003-M12,2021-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,115.6,125.0,128.1,216.4,197.2,213.2,266.6,284.0,270.2,257.1,245.9,220.0,222.6,271.4,308.4,285.9
